cost_center,cust_loc,brand,zip,lat,lon,loc_name,sum_promo_sales
617,00005985 0617,Orkin,55344,44.867013,-93.42557,617 MINNEAPOLIS                    ,1743.72
618,00005985 0618,Orkin,60031,42.375821,-87.93517,618 WAUKEGAN                       ,1572.86
634,00005985 0634,Orkin,60007,42.005978,-87.99847,634 NORTH CHICAGO                  ,1134.76
647,00005985 0647,Orkin,15017,40.351802,-80.11534,647 PITTSBURGH COMMERCIAL          ,870.37
648,00005985 0648,Orkin,23452,36.839209,-76.09333,648 TIDEWATER COMMERCIAL           ,462.72
655,00005985 0655,Orkin,33411,26.719596,-80.22077,655 PALM BEACH COMMERCIAL          ,257.84
659,00005985 0659,Orkin,30076,34.032532,-84.31774,659 SOUTHERN COMMERCIAL REGION     ,931.58
660,00005985 0660,Orkin,23235,37.522514,-77.56565,660 RICHMOND COMMERCIAL            ,1198.15
661,00005985 0661,Orkin,95605,38.592155,-121.52805,661 SACRAMENTO COMMERCIAL          ,2922.4
664,00005985 0664,Orkin,94551,37.680181,-121.921498,664 LIVERMORE COMMERCIAL           ,4915.26
665,00005985 0665,Orkin,28269,35.329235,-80.80486,665 CHARLOTTE COMMERCIAL           ,1560.43
666,00005985 0666,Orkin,46268,39.897548,-86.22546,666 INDIANAPOLIS COMMERCIAL        ,190.24
670,00005985 0670,Orkin,45014,39.330356,-84.55277,670 CINCINNATI COMMERCIAL          ,1137.24
671,00005985 0671,Orkin,60632,41.809299,-87.7105,671 CHICAGO COMMERCIAL             ,1385.72
672,00005985 0672,Orkin,78218,29.49428,-98.40431,672 SAN ANTONIO COMMERCIAL         ,1364.9
673,00005985 0673,Orkin,33178,25.837696,-80.36947,673 MIAMI COMMERCIAL               ,681.21
675,00005985 0675,Orkin,32254,30.336038,-81.72509,675 JACKSONVILLE COMMERCIAL        ,633.75
676,00005985 0676,Orkin,30076,34.032532,-84.31774,676 ROSWELL COMMERCIAL             ,586.23
677,00005985 0677,Orkin,63026,38.502854,-90.46088,677 ST LOUIS COMMERCIAL            ,2498.91
678,00005985 0678,Orkin,60563,41.794885,-88.16188,678 SOUTHWEST CHICAGO COMM'L       ,1853.89
680,00005985 0680,Orkin,76137,32.86814,-97.28566,680 FORT WORTH COMMERCIAL          ,2898.63
681,00005985 0681,Orkin,30318,33.786805,-84.437,681 ATLANTA COMMERCIAL             ,3591.91
683,00005985 0683,Orkin,27617,35.906016,-78.743197,683 RALEIGH COMMERCIAL             ,142.63
684,00005985 0684,Orkin,75006,32.960374,-96.89163,684 DALLAS COMMERCIAL              ,942.07
685,00005985 0685,Orkin,33309,26.185461,-80.17218,685 FORT LAUDERDALE COMMERCIAL     ,521.85
686,00005985 0686,Orkin,77063,29.734379,-95.52269,686 SOUTH HOUSTON COMMERCIAL       ,1504.5
687,00005985 0687,Orkin,90040,33.997492,-118.15284,687 LOS ANGELES COMMERCIAL         ,789.35
688,00005985 0688,Orkin,33716,27.874324,-82.64515,688 SAINT PETERSBURG               ,496.52
690,00005985 0690,Orkin,53226,43.048545,-88.04239,690 MILWAUKEE COMMERCIAL           ,71.4
691,00005985 0691,Orkin,19079,39.903312,-75.26939,691 PENN JERSEY COMMERCIAL         ,707.52
693,00005985 0693,Orkin,48033,42.3314,-83.0458,693 DETROIT COMMERCIAL             ,1224.11
694,00005985 0694,Orkin,21090,39.209529,-76.66177,694 MARYLAND COMMERCIAL            ,700.24
695,00005985 0695,Orkin,70123,29.952605,-90.20536,695 NEW ORLEANS COMMERCIAL         ,2374.38
696,00005985 0696,Orkin,32839,28.489758,-81.40625,696 ORLANDO COMMERCIAL             ,1302.5
700,00005985 0700,Orkin,1887,42.558576,-71.17031,700 BOSTON COMMERCIAL              ,122.97
702,00005985 0702,Orkin,13502,43.114519,-75.22284,702 UTICA                          ,729.47
704,00005985 0704,Orkin,97230,45.539473,-122.50488,704 PORTLAND COMMERCIAL            ,568.51
706,00005985 0706,Orkin,93550,34.56548,-118.08549,706 PALMDALE                       ,1719.49
710,00005985 0710,Orkin,91773,34.103341,-117.81814,710 SAN DIMAS COMMERCIAL           ,757.21
711,00005985 0711,Orkin,92503,33.91355,-117.46052,711 PACIFIC COMM REGION            ,3031.78
712,00005985 0712,Orkin,95834,38.642805,-121.50466,NORTHERN CALIFORNIA ADMIN          ,848.68
713,00005985 0713,Orkin,90220,33.890566,-118.23666,713 SO LOS ANGELES COMMERCIAL      ,187.09
714,00005985 0714,Orkin,92503,33.91355,-117.46052,714 RIVERSIDE COMMERCIAL           ,2552.79
715,00005985 0715,Orkin,91331,34.254751,-118.42406,715 SAN FERNANDO COMMERCIAL        ,1707.32
716,00005985 0716,Orkin,92503,33.91355,-117.46052,716 WESTERN CA SALES               ,132.9
717,00005985 0717,Orkin,92801,33.844814,-117.95381,717 ORANGE COUNTY COMMERCIAL       ,1604.82
718,00005985 0718,Orkin,92123,32.803799,-117.13595,718 SAN DIEGO COMMERCIAL           ,1578.48
722,00005985 0722,Orkin,93313,35.19766,-119.05698,722 BAKERSFIELD                    ,2068.32
723,00005985 0723,Orkin,92081,33.2,-117.2425,723 VISTA CA                       ,1666.3
724,00005985 0724,Orkin,92626,33.677224,-117.90863,724 COSTA MESA                     ,2676.24
726,00005985 0726,Orkin,72762,36.186059,-94.1937,726 FT SMITH                       ,618.04
729,00005985 0729,Orkin,94534,38.245844,-122.101917,729 NORTHERN CALIFORNIA            ,366.5
732,00005985 0732,Orkin,72209,34.674192,-92.35557,732 LITTLE ROCK                    ,236.25
733,00005985 0733,Orkin,92503,33.91355,-117.46052,733 OUTBOUND RES SALES             ,249.7
735,00005985 0735,Orkin,89521,39.395387,-119.72735,735 RENO                           ,1407.56
736,00005985 0736,Orkin,94551,37.680181,-121.921498,736 SSG NORTHERN CA                ,168.05
737,00005985 0737,Orkin,94954,38.243299,-122.6069,737 NORTH SAN FRANCISCO            ,4362.65
740,00005985 0740,Orkin,94520,37.986321,-122.03988,740 OAKLAND SALES/SERVICE CTR      ,3530.79
741,00005985 0741,Orkin,93727,36.753177,-119.69703,741 FRESNO                         ,2999.18
743,00005985 0743,Orkin,90810,33.816217,-118.21495,743 LONG BEACH                     ,4039.63
744,00005985 0744,Orkin,94545,37.635582,-122.10418,744 HAYWARD SALES/SERVICE CTR      ,10669.36
745,00005985 0745,Orkin,95119,37.232244,-121.79092,745 SAN JOSE SALES/SERVICE CTR     ,5622.41
746,00005985 0746,Orkin,92801,33.844814,-117.95381,746 NORTH ORANGE COUNTY            ,1431.58
748,00005985 0748,Orkin,91724,34.088771,-117.85817,748 GLENDALE                       ,2641.78
749,00005985 0749,Orkin,98424,47.242186,-122.35916,749 PACIFIC NORTHWEST REGION       ,107.66
750,00005985 0750,Orkin,89118,36.084361,-115.2103,750 LAS VEGAS                      ,863.49
751,00005985 0751,Orkin,96743,20.040191,-155.69999,751 BIG ISLAND HAWAII              ,721.37
753,00005985 0753,Orkin,95834,38.642805,-121.50466,753 SACRAMENTO SALES/SERVICE       ,7080.21
754.1,00005985 0754,Orkin,92503,33.91355,-117.46052,754 POMONA                         ,1335.17
755,00005985 0755,Orkin,99212,47.668926,-117.30668,755 SPOKANE SALES/SERVICE CTR      ,347.06
757,00005985 0757,Orkin,97404,44.101227,-123.13604,757 EUGENE SALES/SERVICE CTR       ,172.67
758,00005985 0758,Orkin,98201,47.986274,-122.20222,758 EVERETT SALES/SERVICE CTR      ,1858.65
759,00005985 0759,Orkin,92503,33.91355,-117.46052,759 SOUTHERN CALIFORNIA REGION     ,4545.33
760,00005985 0760,Orkin,97070,45.308105,-122.77266,760 PORTLAND SALES/SERVICE CTR     ,4003.52
761,00005985 0761,Orkin,91343,34.239503,-118.48224,761 CHATSWORTH                     ,1619.32
762,00005985 0762,Orkin,98424,47.242186,-122.35916,762 TACOMA BRANCH                  ,3740.62
767,00005985 0767,Orkin,91724,34.088771,-117.85817,767 SAN GABRIEL TERMITE            ,1091.73
770,00005985 0770,Orkin,79915,31.743038,-106.36957,770 EL PASO                        ,2113.84
772,00005985 0772,Orkin,76543,31.113828,-97.69246,772 KILLEEN                        ,553.26
775,00005985 0775,Orkin,76180,32.855666,-97.21818,775 FT WORTH PC                    ,2790.13
776,00005985 0776,Orkin,78216,29.528515,-98.49219,776 SAN ANTONIO                    ,405.77
777,00005985 0777,Orkin,79762,31.890374,-102.35398,777 MIDLAND/ODESSA                 ,571.2
778,00005985 0778,Orkin,76710,31.535916,-97.18588,778 WACO                           ,527.36
780,00005985 0780,Orkin,78744,30.188377,-97.74038,780  AUSTIN                        ,2308.65
782,00005985 0782,Orkin,94551,37.680181,-121.921498,OBSOLETE 782 ECOSHIELD SAN JOSE    ,3222.94
783,00005985 0783,Orkin,93291,36.351009,-119.33655,783 VISALIA                        ,1303.99
784,00005985 0784,Orkin,68803,40.916866,-98.38749,784 GRAND ISLAND                   ,16
788,00005985 0788,Orkin,66215,38.961006,-94.74145,788 KANSAS CITY                    ,1536.35
789,00005985 0789,Orkin,92503,33.91355,-117.46052,789 CENTRAL CALIFORNIA REGION      ,1660.67
791,00005985 0791,Orkin,66214,38.961756,-94.71498,791 KANSAS CITY COMMERCIAL         ,903.85
792,00005985 0792,Orkin,67401,38.827875,-97.61553,792 SALINA                         ,313.28
793,00005985 0793,Orkin,64064,38.98861,-94.36474,793 INDEPENDENCE                   ,3868.51
794,00005985 0794,Orkin,95050,37.347791,-121.95131,794 SOS PEST CONTROL & TERMITE     ,1156.63
796,00005985 0796,Orkin,66603,39.0562,-95.67547,796 TOPEKA                         ,60
798,00005985 0798,Orkin,67214,37.705384,-97.31777,798 WICHITA                        ,526.29
801,00005985 0801,Orkin,96819,21.3452,-157.88165,801 HONOLULU                       ,208.8
806,00005985 0806,Orkin,92806,33.835465,-117.87362,806 ORANGE COUNTY TERMITE          ,300.5
811,00005985 0811,Orkin,90019,34.048411,-118.34015,811 WEST LOS ANGELES RES           ,2663.57
812,00005985 0812,Orkin,80524,40.606962,-105.05106,812 FORT COLLINS                   ,379.88
813,00005985 0813,Orkin,62234,38.679282,-89.99407,813 COLLINSVILLE                   ,560.98
816,00005985 0816,Orkin,65803,37.257053,-93.29015,816 SPRINGFIELD                    ,959.52
817,00005985 0817,Orkin,63026,38.502854,-90.46088,817  ST LOUIS SOUTH SLS/SVC        ,3956.37
819,00005985 0819,Orkin,64055,39.053255,-94.4061,819 KANSAS/MISSOURI REGION         ,623.89
820,00005985 0820,Orkin,30324,33.818304,-84.35779,082 MIDWEST DIVISION               ,567.29
821,00005985 0821,Orkin,90810,33.816217,-118.21495,821 WEST LOS ANGELES TERMITE       ,463.78
822,00005985 0822,Orkin,79601,32.500532,-99.69803,822 ABILENE TX                     ,1156.83
824,00005985 0824,Orkin,79102,35.197852,-101.84543,824 AMARILLO                       ,885.23
825,00005985 0825,Orkin,80498,39.722417,-106.13744,825 SILVERTHORNE                   ,1909.07
826,00005985 0826,Orkin,75006,32.960374,-96.89163,826 DALLAS                         ,2692.77
827,00005985 0827,Orkin,92123,32.803799,-117.13595,827 SAN DIEGO CA                   ,1286.55
828,00005985 0828,Orkin,75006,32.960374,-96.89163,828 CENTRAL DALLAS COMMERCIAL      ,1067.86
829,00005985 0829,Orkin,80021,39.881608,-105.09953,829 COLORADO REGION                ,2422.54
830,00005985 0830,Orkin,75042,32.915625,-96.67399,830 GARLAND                        ,702.79
833,00005985 0833,Orkin,75071,33.225107,-96.638614,833 NORTH DALLAS PC                ,1339.73
834,00005985 0834,Orkin,90019,34.048411,-118.34015,834 WEST LA TERMITE                ,389.28
836,00005985 0836,Orkin,75703,32.264365,-95.31347,836 TYLER                          ,2208.34
837,00005985 0837,Orkin,85381,33.60864,-112.22791,837 PHOENIX ADMIN CENTER           ,83.1
842,00005985 0842,Orkin,94534,38.245844,-122.101917,842 BAY TERMITE SERVICE CENTER     ,5635.49
849,00005985 0849,Orkin,75006,32.960374,-96.89163,849 N TEXAS/OKLAHOMA REGION        ,1200.04
850,00005985 0850,Orkin,73501,34.608348,-98.39414,850 LAWTON                         ,116.42
856,00005985 0856,Orkin,73179,35.416826,-97.62787,856 OKLAHOMA CITY                  ,219.83
858,00005985 0858,Orkin,74145,36.096296,-95.8847,858 TULSA                          ,885.64
866,00005985 0866,Orkin,12538,41.779541,-73.90155,866 HYDE PARK                      ,208.94
868,00005985 0868,Orkin,77708,30.141361,-94.16488,868 BEAUMONT                       ,209.79
870,00005985 0870,Orkin,63304,38.72926,-90.65332,870 HOMETEAM ST LOUIS              ,2471.62
873,00005985 0873,Orkin,77901,28.806417,-96.99356,873 VICTORIA                       ,65.6
874,00005985 0874,Orkin,78550,26.206602,-97.68776,874 HARLINGEN                      ,416.31
875,00005985 0875,Orkin,77090,30.012711,-95.45132,875 INNOVATIVE PEST CONTROL        ,1994.44
876,00005985 0876,Orkin,77014,29.979063,-95.47294,876 METRO HOUSTON                  ,847.25
877,00005985 0877,Orkin,77429,29.982746,-95.66597,877 NORTH HOUSTON                  ,2227.99
878,00005985 0878,Orkin,77584,29.543654,-95.34036,878 SOUTH HOUSTON                  ,2598.92
879,00005985 0879,Orkin,78744,30.188377,-97.74038,879 SOUTH/WEST TEXAS REGION        ,382.62
881,00005985 0881,Orkin,85233,33.348593,-111.80833,881 MESA                           ,866.49
882,00005985 0882,Orkin,85260,33.606004,-111.88699,882 SCOTTSDALE                     ,1248.69
883,00005985 0883,Orkin,80014,39.665637,-104.83421,883  AURORA SERVICE CENTER         ,568.01
884,00005985 0884,Orkin,81301,37.295888,-107.84945,884 DURANGO                        ,957.4
885,00005985 0885,Orkin,89118,36.084361,-115.2103,885 LAS VEGAS COMMERCIAL           ,1373.77
886,00005985 0886,Orkin,87107,35.134094,-106.64073,886 ALBUQUERQUE                    ,3841.03
888,00005985 0888,Orkin,80916,38.808934,-104.73823,888 COLORADO SPRINGS               ,781.88
889,00005985 0889,Orkin,85381,33.60864,-112.22791,889 SOUTHWEST REGION               ,3052.3
890,00005985 0890,Orkin,80223,39.699156,-104.99999,890 DENVER SALES / SERVICE CTR     ,1949.08
891,00005985 0891,Orkin,80223,39.699156,-104.99999,891 COLORADO ADMIN CENTER          ,251.54
892,00005985 0892,Orkin,81501,39.072831,-108.55,892 GRAND JUNCTION                 ,751.52
893,00005985 0893,Orkin,59405,47.476152,-111.26909,893 GREAT FALLS                    ,1029.82
894,00005985 0894,Orkin,85019,33.511992,-112.1417,894 PHOENIX COMMERCIAL             ,1444.37
895,00005985 0895,Orkin,84104,40.750628,-111.94077,895 SALT LAKE CITY                 ,673.82
896,00005985 0896,Orkin,85381,33.60864,-112.22791,896 PHOENIX                        ,1365.31
897,00005985 0897,Orkin,80021,39.881608,-105.09953,897 DENVER COMMERCIAL              ,2087.93
899,00005985 0899,Orkin,75006,32.960374,-96.89163,899 SOUTH CENTRAL COML REG         ,4053.76
900,00005985 0900,Orkin,4103,43.685882,-70.2903,900 MAINE ADMIN CENTER             ,1188.46
902,00005985 0902,Orkin,30607,34.013154,-83.43565,FRANCHISE 902: BITES PEST SOLUTIONS,121.35
907,00005985 0907,Orkin,30324,33.818304,-84.35779,907 INTERNATIONAL FRANCHISING      ,3063.29
909,00005985 0909,Orkin,12033,42.534631,-73.71327,909 NORTH HUDSON VALLEY            ,417.05
910,00005985 0910,Orkin,1887,42.558576,-71.17031,910 NORTH BOSTON                   ,124.86
913,00005985 0913,Orkin,83714,43.641774,-116.26507,913 SAWYER                         ,343.8
916,00005985 0916,Orkin,39401,31.285508,-89.2799,FRANCHISE 916:  JP&G INC           ,715.79
917,00005985 0917,Orkin,63801,36.891163,-89.58355,FRANCHISE 917:  TSATL LLC          ,1083.07
920,00005985 0920,Orkin,30324,33.818304,-84.35779,FRANCHISE 920: PMP MGT SVCS INC    ,1151.38
924,00005985 0924,Orkin,30531,34.514215,-83.54118,FRANCHISE 924: WEHUNT BUGS         ,307.14
933,00005985 0933,Orkin,16866,40.893028,-78.21678,FRANCHISE 933: RATT INC STCOLLEGE  ,157.53
935.1,00005985 0935,Orkin,58503,46.861794,-100.78026,FRANCHISE 935                      ,61.4
943,00005985 0943,Orkin,30324,33.818304,-84.35779,FRANCHISE 943: IB ENTERPRISES      ,109.2
944,00005985 0944,Orkin,30324,33.818304,-84.35779,FRANCHISE OPERATIONS               ,1068.03
951,00005985 0951,Orkin,72401,35.844795,-90.68443,"FRANCHISE 951: JFI, LLC            ",998.84
954,00005985 0954,Orkin,63052,38.385265,-90.40339,FRANCHISE 954: TSAT INC            ,188.45
956,00005985 0956,Orkin,42001,37.066543,-88.65687,FRANCHISE 956: TSATL2              ,336.07
957,00005985 0957,Orkin,17111,40.264389,-76.80298,FRANCHISE 957: RATT INC            ,117.09
964,00005985 0964,Orkin,14228,43.023347,-78.79494,964 BUFFALO                        ,820.52
969,00005985 0969,Orkin,4401,44.81777,-68.78952,969 BANGOR SALES/SERVICE CTR       ,277.38
980,00005985 0980,Orkin,2043,42.225708,-70.88764,980 BOSTON ADMIN CENTER            ,310.45
984,00005985 0984,Orkin,6468,41.336046,-73.22241,984 MONROE                         ,427.89
985,00005985 0985,Orkin,2043,42.225708,-70.88764,985 SOUTH BOSTON                   ,275.32
989,00005985 0989,Orkin,4103,43.685882,-70.2903,989 PORTLAND SALES/SERVICE         ,518.17
990,00005985 0990,Orkin,1201,42.45384,-73.254,990 PITTSFIELD                     ,1669.16
992,00005985 0992,Orkin,12804,43.330471,-73.67816,992 QUEENSBURY                     ,343.65
993,00005985 0993,Orkin,6023,41.612748,-72.72017,993 HARTFORD                       ,1627.04
994,00005985 0994,Orkin,12110,42.74964,-73.76802,994 ALBANY                         ,1247.14
995,00005985 0995,Orkin,14467,43.048663,-77.60843,995 ROCHESTER                      ,1373.28
996,00005985 0996,Orkin,5495,44.44524,-73.09917,996 BURLINGTON                     ,810.43
997,00005985 0997,Orkin,13209,43.081324,-76.23488,997 SYRACUSE                       ,807.97
998,00005985 0998,Orkin,3032,43.000345,-71.35141,998 MANCHESTER SERVICE CENTER      ,533.48
36126,00005985 3612,HomeTeam,78249,29.569934,-98.61282,"HTS SAN ANTONIO WEST, TX BRANCH    ",164
36130,00005985 3613,HomeTeam,77064,29.923638,-95.55919,"HTS HOUSTON NORTH, TX BRANCH       ",53.4
4103,00005985 4103,Western / Waltham,1887,42.558576,-71.17031,41030 WALTHAM WILMINGTON           ,229.25
4104,00005985 4104,Western / Waltham,6320,41.352498,-72.10338,4104 WALTHAM NEW LONDON            ,119.85
4112,00005985 4112,Western / Waltham,2359,42.065554,-70.80426,4112 WALTHAM WEYMOUTH              ,930.48
4116,00005985 4116,Western / Waltham,4074,43.583224,-70.35268,4116 WALTHAM SCARBOROUGH           ,122.5
4199,00005985 4199,Western / Waltham,1760,42.290763,-71.35368,4199 WALTHAM HOME OFFICE           ,35.28
4295,00005985 4295,CC / Trutech,30062,33.99605,-84.47464,ROLLINS SUPPLY                     ,260
4501,00005985 4501,Orkin,90807,33.828366,-118.18235,ROLLINS SUPPLY                     ,649.25
5499,00005985 5499,CC / Trutech,49684,44.74136,-85.67316,5499 CRITTER CONTROL               ,3354.43
36101,00005985 6101,HomeTeam,75247,32.817978,-96.87928,36101 HTD TRAINING DEPT            ,837.5
36120,00005985 6120,HomeTeam,76111,32.778479,-97.30099,HTS FORT WORTH                     ,89
36121,00005985 6121,HomeTeam,75050,32.759922,-97.01216,HOME TEAM DALLAS WEST PC           ,53.4
36122,00005985 6122,HomeTeam,78728,30.451803,-97.67989,HTS AUSTIN                         ,106.8
36123,00005985 6123,HomeTeam,77477,29.626187,-95.57145,36123 HTS HOUSTON SOUTH            ,76.6
36125,00005985 6125,HomeTeam,75006,32.960374,-96.89163,HOME TEAM DALLAS NORTH             ,81.4
36127,00005985 6127,HomeTeam,75081,32.948974,-96.70916,36127 HTS DALLAS EAST              ,0
36321,00005985 6321,HomeTeam,33461,26.621145,-80.08976,36321 HTS WEST PALM BEACH FL       ,133.3
36322,00005985 6322,HomeTeam,33634,28.005497,-82.54936,36322 HTS TAMPA SOUTH              ,62.3
36328,00005985 6328,HomeTeam,34470,29.198704,-82.10556,36328 HTS OCALA FL                 ,62.36
36329,00005985 6329,HomeTeam,34787,28.536794,-81.59344,ROLLINS SUPPLY                     ,185.3
36330,00005985 6330,HomeTeam,32822,28.494931,-81.28949,HTS ORLANDO SOUTH                  ,135.4
36331,00005985 6331,HomeTeam,34134,26.348608,-81.83134,36331 HTS BONITA SPRINGS FL BRANCH ,32.8
36332,00005985 6332,HomeTeam,32547,30.447248,-86.62113,36332 HTS DESTIN                   ,53.4
36334,00005985 6334,HomeTeam,34104,26.15091,-81.7477,36334 HTS NAPLES FL                ,41
36335,00005985 6335,HomeTeam,34668,28.30073,-82.69698,36335 HTS TAMPA NORTH FL           ,44.5
36337,00005985 6337,HomeTeam,33570,27.703801,-82.44385,36337 HTS APOLLO BEACH FL BRANCH   ,89
36431,00005985 6431,HomeTeam,87107,35.134094,-106.64073,ROLLINS SUPPLY                     ,53.4
36701,00005985 6701,HomeTeam,28269,35.329235,-80.80486,ROLLINS SUPPLY                     ,42.72
36706,00005985 6706,HomeTeam,29418,32.879529,-80.05911,36706 HTS CHARLESTON SC BRANCH     ,160.32
36707,00005985 6707,HomeTeam,29588,33.694757,-78.999862,36707 HTS MYRTLE BEACH SC          ,176.4
36712,00005985 6712,HomeTeam,23236,37.475798,-77.58235,36712 HTS RICHMOND                 ,116.2
36715,00005985 6715,HomeTeam,25430,39.349476,-77.93415,36715 HOMETEAM CHARLES TOWN        ,84.8
7001,00005985 7001,Orkin,93313,35.19766,-119.05698,70010 BANKS                        ,8
37065,00005985 7065,Orkin,94118,37.782029,-122.46158,CRANE CENTRAL OFFICE               ,82
7772,00005985 7772,Western / Waltham,7054,40.860149,-74.4171,WESTERN HO DIVISION OFFICE         ,644.92
7780,00005985 7780,Western / Waltham,7054,40.860149,-74.4171,ROLLINS SUPPLY                     ,818
7786,00005985 7786,Western / Waltham,7054,40.860149,-74.4171,WESTERN HO MARKETING               ,3760.65
88710,00005985 8710,Orkin,30324,33.818304,-84.35779,HO NATIONAL ACCOUNTS               ,1392.89
88720,00005985 8720,Orkin,30324,33.818304,-84.35779,HO ORKIN NAM                       ,1538.82
88230,00005985 8823,Orkin,30324,33.818304,-84.35779,88230 HO ORKIN PRESIDENT           ,774.64
88680,00005985 8868,Rollins,30324,33.818304,-84.35779,88680 HO SERVSUITE PROJECT         ,42919.46
88940,00005985 8894,Rollins,30324,33.818304,-84.35779,PROCUREMENT                        ,24.52
89660,00005985 8966,Orkin,30345,33.851736,-84.28412,TECHNICAL SERVICE                  ,263.77
89980,00005985 8998,Rollins,30345,33.851736,-84.28412,ORKIN TRAINING                     ,3274.72
89310,00005985 9310,Rollins,30324,33.818304,-84.35779,ROLLINS SUPPLY                     ,208.83
89560,00005985 9560,Rollins,30324,33.818304,-84.35779,89560 OPERATIONAL SUPORT GVP       ,4809.6
89665,00005985 9665,Rollins,30324,33.818304,-84.35779,ROLLINS SUPPLY                     ,1395.12
89960,00005985 9960,Rollins,30324,33.818304,-84.35779,SERVICE TEAM                       ,81.06
BILL                ,00005985 BILL,Rollins,30324,33.818304,-84.35779,BILL AND CONTINUE TO STORE         ,4357.14
,00005990 0001,Rollins CC,30324,33.818304,-84.35779,ROLLINS - CREDIT CARD              ,1059.62
,00007399 0001,Orkin Canada,R3C 4L9,55.638943,-101.91834,ORKIN CANADA                       ,30076.77
