Cost Center,Cust Loc,Brand,Location,ITEM_CODE,ITEM_DESC,order_type,INV_DATE,QTY_SHIPPED,SELL_PRICE,NET_SALE,Promo Cat,subcat_1,subcat_2
196                 ,00005985 0196,Orkin,196 MIAMI  PC                      ,ORK7282   ,Koozie Snap Can CoolerOrkin             ,Inventory,6/8/2020,1,$2.14,$2.14,Drinkware,,
196                 ,00005985 0196,Orkin,196 MIAMI  PC                      ,ORK7284   ,ChargerOrkin Energy Wireless            ,Inventory,6/8/2020,1,$12.39,$12.39,Tech,,
196                 ,00005985 0196,Orkin,196 MIAMI  PC                      ,ORK7328   ,BagOrkin Non-Woven Grocery Tote         ,Inventory,6/8/2020,1,$2.99,$2.99,Bags,,
196                 ,00005985 0196,Orkin,196 MIAMI  PC                      ,ORK7000   ,TumblerOrkin 20oz Hugo Copper Vacuum Ins,Inventory,6/8/2020,2,$14.41,$28.82,Drinkware,,
196                 ,00005985 0196,Orkin,196 MIAMI  PC                      ,ORK7000   ,TumblerOrkin 20oz Hugo Copper Vacuum Ins,Inventory,6/8/2020,2,$14.41,$28.82,Drinkware,,
196                 ,00005985 0196,Orkin,196 MIAMI  PC                      ,ORK7317   ,UmbrellaOrkin Color Flip Inverted Foldin,Inventory,6/4/2020,1,$18.36,$18.36,Umbrella,,
196                 ,00005985 0196,Orkin,196 MIAMI  PC                      ,ORK7284   ,ChargerOrkin Energy Wireless            ,Inventory,6/4/2020,1,$12.39,$12.39,Tech,,
196                 ,00005985 0196,Orkin,196 MIAMI  PC                      ,ORK6127   ,TumblerOrkin 16oz Hydro Cup with Lid    ,Inventory,6/4/2020,2,$5.95,$11.90,Drinkware,,
196                 ,00005985 0196,Orkin,196 MIAMI  PC                      ,ORK6017   ,"DuffleOrkin Boundry 20""                 ",Inventory,6/4/2020,1,$20.21,$20.21,Bags,,
196                 ,00005985 0196,Orkin,196 MIAMI  PC                      ,ORK7000   ,TumblerOrkin 20oz Hugo Copper Vacuum Ins,Inventory,6/4/2020,1,$14.41,$14.41,Drinkware,,
196                 ,00005985 0196,Orkin,196 MIAMI  PC                      ,ORK6133   ,"UmbrellaOrkin 58"" Vented Golf           ",Inventory,6/4/2020,2,$17.40,$34.80,Golf,,
196                 ,00005985 0196,Orkin,196 MIAMI  PC                      ,ORK6100   ,BagOrkin Slanted Non-Woven Drawstring   ,Inventory,6/4/2020,2,$4.29,$8.58,Bags,,
196                 ,00005985 0196,Orkin,196 MIAMI  PC                      ,ORK7301   ,SpeakerOrkin Clip Clap Bluetooth        ,Inventory,6/4/2020,1,$8.10,$8.10,Tech,,
196                 ,00005985 0196,Orkin,196 MIAMI  PC                      ,ORK7304   ,StrawOrkin 5 Piece Stainless Steel Straw,Inventory,5/28/2020,1,$2.23,$2.23,Office,,
196                 ,00005985 0196,Orkin,196 MIAMI  PC                      ,ORK7317   ,UmbrellaOrkin Color Flip Inverted Foldin,Inventory,5/28/2020,3,$18.36,$55.08,Umbrella,,
196                 ,00005985 0196,Orkin,196 MIAMI  PC                      ,ORK6076   ,Orkin Balloons (Pack of 100)            ,Inventory,5/28/2020,100,$14.85,$14.85,tradeshow,,
196                 ,00005985 0196,Orkin,196 MIAMI  PC                      ,ORK6126   ,PenOrkin Gloss Stylus                   ,Inventory,5/28/2020,20,$0.48,$9.60,Office,,
196                 ,00005985 0196,Orkin,196 MIAMI  PC                      ,ORK6133   ,"UmbrellaOrkin 58"" Vented Golf           ",Inventory,5/28/2020,3,$17.40,$52.20,Golf,,
196                 ,00005985 0196,Orkin,196 MIAMI  PC                      ,ROL7200K5X,"POLO, PA SILK TOUCH-BLACK 5X            ",POD,3/29/2020,1,$27.16,$27.16,Apparel,Polo,Mens
196                 ,00005985 0196,Orkin,196 MIAMI  PC                      ,ORK1091G4X,T-ShirtOrkin Serves                     ,Inventory,3/17/2020,1,$8.90,$8.90,Apparel,T-Shirt,All
196                 ,00005985 0196,Orkin,196 MIAMI  PC                      ,ORK7311K  ,BagOrkin Port Authority Computer Messeng,POD,3/14/2020,1,$34.79,$34.79,Bags,,
196                 ,00005985 0196,Orkin,196 MIAMI  PC                      ,ORK7284   ,ChargerOrkin Energy Wireless            ,Inventory,3/10/2020,1,$12.39,$12.39,Tech,,
196                 ,00005985 0196,Orkin,196 MIAMI  PC                      ,ORK7301   ,SpeakerOrkin Clip Clap Bluetooth        ,Inventory,3/10/2020,1,$8.10,$8.10,Tech,,
196                 ,00005985 0196,Orkin,196 MIAMI  PC                      ,ORK7000   ,TumblerOrkin 20oz Hugo Copper Vacuum Ins,Inventory,3/10/2020,2,$14.41,$28.82,Drinkware,,
196                 ,00005985 0196,Orkin,196 MIAMI  PC                      ,ORK7000   ,TumblerOrkin 20oz Hugo Copper Vacuum Ins,Inventory,3/10/2020,2,$14.41,$28.82,Drinkware,,
196                 ,00005985 0196,Orkin,196 MIAMI  PC                      ,ORK7318   ,Lip BalmOrkin Round                     ,Inventory,3/6/2020,2,$1.85,$3.70,tradeshow,,
196                 ,00005985 0196,Orkin,196 MIAMI  PC                      ,ORK7287   ,Orkin Silicone Ice Mold                 ,Inventory,3/6/2020,1,$4.15,$4.15,tradeshow,,
196                 ,00005985 0196,Orkin,196 MIAMI  PC                      ,ORK7284   ,ChargerOrkin Energy Wireless            ,Inventory,3/6/2020,2,$12.39,$24.78,Tech,,
196                 ,00005985 0196,Orkin,196 MIAMI  PC                      ,ORK6076   ,Orkin Balloons (Pack of 100)            ,Inventory,3/6/2020,100,$14.85,$14.85,tradeshow,,
196                 ,00005985 0196,Orkin,196 MIAMI  PC                      ,ORK6140   ,Orkin Pop Phone Socket                  ,Inventory,3/6/2020,8,$1.55,$12.40,Tech,,
196                 ,00005985 0196,Orkin,196 MIAMI  PC                      ,ORK6139   ,Orkin Portable Phone Fan for iPhone/Andr,Inventory,3/6/2020,8,$3.45,$27.60,Tech,,
196                 ,00005985 0196,Orkin,196 MIAMI  PC                      ,ORK6123   ,Orkin Smart Phone Wallet                ,Inventory,3/6/2020,1,$1.75,$1.75,Tech,,
196                 ,00005985 0196,Orkin,196 MIAMI  PC                      ,ORK7300   ,Orkin Desk Humidifier                   ,Inventory,3/5/2020,1,$21.75,$21.75,Office,,
196                 ,00005985 0196,Orkin,196 MIAMI  PC                      ,ORK7284   ,ChargerOrkin Energy Wireless            ,Inventory,3/3/2020,1,$12.39,$12.39,Tech,,
196                 ,00005985 0196,Orkin,196 MIAMI  PC                      ,ORK7318   ,Lip BalmOrkin Round                     ,Inventory,2/29/2020,1,$1.85,$1.85,tradeshow,,
196                 ,00005985 0196,Orkin,196 MIAMI  PC                      ,MS1040    ,OrganizerSafety First Car Seat          ,Inventory,2/29/2020,8,$8.20,$65.60,Vehicle,,
196                 ,00005985 0196,Orkin,196 MIAMI  PC                      ,ORK4055   ,Orkin HandSani (Pack of 10)             ,Inventory,2/29/2020,10,$20.25,$20.25,Tradeshow,,
196                 ,00005985 0196,Orkin,196 MIAMI  PC                      ,ORK4025   ,PenOrkin Allegro Roller Ball            ,Inventory,2/29/2020,1,$5.39,$5.39,Office,,
196                 ,00005985 0196,Orkin,196 MIAMI  PC                      ,ORK6076   ,Orkin Balloons (Pack of 100)            ,Inventory,2/29/2020,100,$14.85,$14.85,tradeshow,,
196                 ,00005985 0196,Orkin,196 MIAMI  PC                      ,ORK6120   ,PenOrkin Touch Free Stylus with LED     ,Inventory,2/29/2020,1,$2.36,$2.36,Office,,
196                 ,00005985 0196,Orkin,196 MIAMI  PC                      ,ORK6126   ,PenOrkin Gloss Stylus                   ,Inventory,2/29/2020,40,$0.48,$19.20,Office,,
196                 ,00005985 0196,Orkin,196 MIAMI  PC                      ,ORK7296   ,TumblerOrkin 30oz Arctic Zone Titan Ther,Inventory,2/29/2020,1,$30.76,$30.76,Drinkware,,
196                 ,00005985 0196,Orkin,196 MIAMI  PC                      ,ORK7297   ,TumblerOrkin 25oz CamelBak Chute Mag    ,Inventory,2/29/2020,1,$18.75,$18.75,Drinkware,,
196                 ,00005985 0196,Orkin,196 MIAMI  PC                      ,ORK7286   ,TumblerOrkin 12oz Vinay Stemless Wine Gl,Inventory,2/29/2020,1,$8.75,$8.75,Drinkware,,
196                 ,00005985 0196,Orkin,196 MIAMI  PC                      ,ORK6148   ,PenOrkin Ion Silver Stylus              ,Inventory,2/29/2020,1,$0.67,$0.67,Office,,
196                 ,00005985 0196,Orkin,196 MIAMI  PC                      ,ORK8049A  ,Orkin Six Panel Cap                     ,Inventory,1/8/2020,4,$6.56,$26.24,Apparel,Headwear,All
196                 ,00005985 0196,Orkin,196 MIAMI  PC                      ,ORK2012L  ,Orkin Black Diamond Logo Tie            ,Inventory,1/8/2020,1,$21.86,$21.86,Apparel,Tie,Mens
196                 ,00005985 0196,Orkin,196 MIAMI  PC                      ,ORK7009   ,Orkin Stretch Fit Structured Low Profile,Inventory,1/8/2020,4,$8.00,$32.00,Apparel,Headwear,All
196                 ,00005985 0196,Orkin,196 MIAMI  PC                      ,ORK2013L  ,Orkin Ant Line Tie Long                 ,Inventory,1/8/2020,1,$21.86,$21.86,Apparel,Tie,Mens
673                 ,00005985 0673,Orkin,673 MIAMI COMMERCIAL               ,ORK7263KL ,JacketOrkin Port Authority All Season II,POD,11/9/2020,1,$62.62,$62.62,Apparel,Outerwear,Mens
673                 ,00005985 0673,Orkin,673 MIAMI COMMERCIAL               ,ORK7294   ,TumblerOrkin 20oz Arctic Zone Titan Ther,Inventory,10/31/2020,2,$27.30,$54.60,Drinkware,,
673                 ,00005985 0673,Orkin,673 MIAMI COMMERCIAL               ,ORK6128B  ,FlashlightOrkin Telescopic Aluminum with,Inventory,10/31/2020,1,$6.99,$6.99,Flashlights,,
673                 ,00005985 0673,Orkin,673 MIAMI COMMERCIAL               ,ORK2012L  ,TieOrkin Black Diamond Logo             ,Inventory,10/31/2020,2,$21.86,$43.72,Apparel,Tie,Mens
673                 ,00005985 0673,Orkin,673 MIAMI COMMERCIAL               ,ORK6137   ,CoolerOrkin 12 Can                      ,Inventory,10/31/2020,1,$20.58,$20.58,Coolers,,
673                 ,00005985 0673,Orkin,673 MIAMI COMMERCIAL               ,ORK6131   ,PenOrkin Cross Calais Ballpoint         ,Inventory,9/21/2020,2,$22.50,$45.00,Office,,
673                 ,00005985 0673,Orkin,673 MIAMI COMMERCIAL               ,ORK6071   ,CoolerOrkin Infinity Sport              ,Inventory,8/18/2020,2,$16.42,$32.84,Coolers,,
673                 ,00005985 0673,Orkin,673 MIAMI COMMERCIAL               ,ORK8049A  ,HatOrkin Six Panel                      ,Inventory,8/18/2020,1,$6.56,$6.56,Apparel,Headwear,All
673                 ,00005985 0673,Orkin,673 MIAMI COMMERCIAL               ,ORK7236RM ,FleeceOrkin Sport-Tek Ladies Sport-Wick ,POD,7/30/2020,1,$37.50,$37.50,Apparel,Outerwear,Womens
673                 ,00005985 0673,Orkin,673 MIAMI COMMERCIAL               ,ORK7236RL ,FleeceOrkin Sport-Tek Ladies Sport-Wick ,POD,7/30/2020,1,$37.50,$37.50,Apparel,Fleece,Womens
673                 ,00005985 0673,Orkin,673 MIAMI COMMERCIAL               ,ORK6127   ,TumblerOrkin 16oz Hydro Cup with Lid    ,Inventory,7/17/2020,30,$5.95,$178.50,Drinkware,,
673                 ,00005985 0673,Orkin,673 MIAMI COMMERCIAL               ,ORK1081K2X,Mens Oslo Pique Polo                    ,POD,1/31/2020,1,$20.70,$20.70,Apparel,Polo,Mens
673                 ,00005985 0673,Orkin,673 MIAMI COMMERCIAL               ,ORK1082RM ,Ladies Oslo Pique Polo                  ,POD,1/31/2020,1,$20.70,$20.70,Apparel,Polo,Womens
673                 ,00005985 0673,Orkin,673 MIAMI COMMERCIAL               ,ORK1082KM ,Ladies Oslo Pique Polo                  ,POD,1/31/2020,2,$20.70,$41.40,Apparel,Polo,Womens
673                 ,00005985 0673,Orkin,673 MIAMI COMMERCIAL               ,ORK1084KL ,Ladies Drytec Northgate Polo            ,POD,1/31/2020,2,$36.00,$72.00,Apparel,Polo,Womens
191                 ,00005985 0191,Orkin,191 NORTH MIAMI                    ,ORK2013L  ,TieOrkin Ant Line (Long)                ,Inventory,12/21/2020,3,$21.86,$65.58,Apparel,Tie,Mens
191                 ,00005985 0191,Orkin,191 NORTH MIAMI                    ,ORK7204K2X,PoloOrkin Port Authority Dry Zone UV Mic,POD,11/6/2020,1,$19.76,$19.76,Apparel,Polo,Mens
191                 ,00005985 0191,Orkin,191 NORTH MIAMI                    ,ORK7207R2X,PoloOrkin Sport-Tek PosiCharge RacerMesh,POD,11/6/2020,1,$18.28,$18.28,Apparel,Polo,Mens
191                 ,00005985 0191,Orkin,191 NORTH MIAMI                    ,ORK7206KL ,PoloOrkin Port Authority Ladies Dry Zone,POD,10/30/2020,1,$18.28,$18.28,Apparel,Polo,Womens
191                 ,00005985 0191,Orkin,191 NORTH MIAMI                    ,ORK7206G2X,PoloOrkin Port Authority Ladies Dry Zone,POD,10/30/2020,1,$19.76,$19.76,Apparel,Polo,Womens
191                 ,00005985 0191,Orkin,191 NORTH MIAMI                    ,ORK7100K  ,TumblerOrkin 20oz Basecamp Tundra       ,Inventory,10/28/2020,2,$16.34,$32.68,Drinkware,,
191                 ,00005985 0191,Orkin,191 NORTH MIAMI                    ,ORK7100K  ,TumblerOrkin 20oz Basecamp Tundra       ,Inventory,10/28/2020,2,$16.34,$32.68,Drinkware,,
191                 ,00005985 0191,Orkin,191 NORTH MIAMI                    ,ORK6071   ,CoolerOrkin Infinity Sport              ,Inventory,10/28/2020,1,$16.42,$16.42,Coolers,,
191                 ,00005985 0191,Orkin,191 NORTH MIAMI                    ,ORK7280   ,BagOrkin High Sierra Fallout Computer   ,Inventory,10/28/2020,1,$62.77,$62.77,Bags,,
191                 ,00005985 0191,Orkin,191 NORTH MIAMI                    ,ORK7296   ,TumblerOrkin 30oz Arctic Zone Titan Ther,Inventory,10/28/2020,1,$30.76,$30.76,Drinkware,,
191                 ,00005985 0191,Orkin,191 NORTH MIAMI                    ,ORK7324   ,BagOrkin Game Day Zippered Tote         ,Inventory,10/28/2020,1,$6.18,$6.18,Bags,,
191                 ,00005985 0191,Orkin,191 NORTH MIAMI                    ,ORK7302   ,CableOrkin Dazzle 3-in-1 Light Up Chargi,Inventory,10/28/2020,2,$6.26,$12.52,Tech,,
191                 ,00005985 0191,Orkin,191 NORTH MIAMI                    ,ORK7327   ,BagOrkin Insulated Grocery Tote         ,Inventory,10/6/2020,3,$6.33,$18.99,Bags,,
191                 ,00005985 0191,Orkin,191 NORTH MIAMI                    ,ORK6121   ,PenOrkin Wolverine Stylus               ,Inventory,10/6/2020,5,$0.77,$3.85,Office,,
191                 ,00005985 0191,Orkin,191 NORTH MIAMI                    ,ORK8213K  ,HatOrkin Port Authority Snapback Trucker,POD,7/24/2020,2,$11.64,$23.28,Apparel,Headwear,All
191                 ,00005985 0191,Orkin,191 NORTH MIAMI                    ,ORK8213R  ,HatOrkin Port Authority Snapback Trucker,POD,7/24/2020,2,$11.64,$23.28,Apparel,Headwear,All
191                 ,00005985 0191,Orkin,191 NORTH MIAMI                    ,ORK8213K  ,HatOrkin Port Authority Snapback Trucker,POD,7/17/2020,2,$11.64,$23.28,Apparel,Headwear,All
191                 ,00005985 0191,Orkin,191 NORTH MIAMI                    ,ORK8213R  ,HatOrkin Port Authority Snapback Trucker,POD,7/17/2020,2,$11.64,$23.28,Apparel,Headwear,All
191                 ,00005985 0191,Orkin,191 NORTH MIAMI                    ,ORK7225K2X,PoloOrkin OGIO Caliber 2.0 Long Sleeve  ,POD,6/22/2020,2,$39.05,$78.10,Apparel,Polo,Mens
191                 ,00005985 0191,Orkin,191 NORTH MIAMI                    ,ORK8202G2X,PoloOrkin Men's Long Sleeve Evans       ,POD,6/22/2020,1,$28.15,$28.15,Apparel,Polo,Mens
191                 ,00005985 0191,Orkin,191 NORTH MIAMI                    ,ORK7225K2X,PoloOrkin OGIO Caliber 2.0 Long Sleeve  ,POD,4/24/2020,1,$39.05,$39.05,Apparel,Polo,Mens
191                 ,00005985 0191,Orkin,191 NORTH MIAMI                    ,ORK7308   ,ChargerOrkin Gravitis Wireless Car      ,POD,4/24/2020,2,$20.15,$40.30,Tech,,
191                 ,00005985 0191,Orkin,191 NORTH MIAMI                    ,ORK7238G2X,FleeceOrkin Port Authority Ladies Value ,POD,4/24/2020,1,$30.10,$30.10,Apparel,Fleece,Womens
191                 ,00005985 0191,Orkin,191 NORTH MIAMI                    ,ORK7238GL ,FleeceOrkin Port Authority Ladies Value ,POD,4/24/2020,1,$28.62,$28.62,Apparel,Fleece,Womens
191                 ,00005985 0191,Orkin,191 NORTH MIAMI                    ,ORK7308   ,ChargerOrkin Gravitis Wireless Car      ,POD,4/15/2020,1,$20.15,$20.15,Tech,,
191                 ,00005985 0191,Orkin,191 NORTH MIAMI                    ,ORK7274R  ,BagOrkin Eddie Bauer Ripstop Backpack   ,POD,4/15/2020,1,$52.20,$52.20,Bags,,
191                 ,00005985 0191,Orkin,191 NORTH MIAMI                    ,ORK7284   ,ChargerOrkin Energy Wireless            ,Inventory,4/2/2020,3,$12.39,$37.17,Tech,,
191                 ,00005985 0191,Orkin,191 NORTH MIAMI                    ,ORK7295   ,MugOrkin 14oz Arctic Zone Titan Thermal ,Inventory,4/2/2020,1,$21.07,$21.07,Drinkware,,
191                 ,00005985 0191,Orkin,191 NORTH MIAMI                    ,ORK7285   ,BagOrkin Large Waterproof Dry           ,Inventory,4/2/2020,2,$6.50,$13.00,Bags,,
191                 ,00005985 0191,Orkin,191 NORTH MIAMI                    ,ORK7213C2X,PoloOrkin Port Authority Rapid Dry Long ,POD,3/31/2020,1,$31.59,$31.59,Apparel,Polo,Mens
191                 ,00005985 0191,Orkin,191 NORTH MIAMI                    ,ORK7225G2X,PoloOrkin OGIO Caliber 2.0 Long Sleeve  ,POD,3/31/2020,1,$39.05,$39.05,Apparel,Polo,Mens
191                 ,00005985 0191,Orkin,191 NORTH MIAMI                    ,ORK7280   ,BagOrkin High Sierra Fallout Computer   ,Inventory,3/20/2020,1,$62.77,$62.77,Bags,,
191                 ,00005985 0191,Orkin,191 NORTH MIAMI                    ,ORK1091G2X,T-ShirtOrkin Serves                     ,Inventory,3/17/2020,2,$7.60,$15.20,Apparel,T-Shirt,All
191                 ,00005985 0191,Orkin,191 NORTH MIAMI                    ,ORK7295   ,MugOrkin 14oz Arctic Zone Titan Thermal ,Inventory,3/11/2020,2,$21.07,$42.14,Drinkware,,
191                 ,00005985 0191,Orkin,191 NORTH MIAMI                    ,ORK7296   ,TumblerOrkin 30oz Arctic Zone Titan Ther,Inventory,3/10/2020,1,$30.76,$30.76,Drinkware,,
191                 ,00005985 0191,Orkin,191 NORTH MIAMI                    ,ORK7284   ,ChargerOrkin Energy Wireless            ,Inventory,3/10/2020,1,$12.39,$12.39,Tech,,
191                 ,00005985 0191,Orkin,191 NORTH MIAMI                    ,ORK7100R  ,TumblerOrkin Basecamp Tundra 20oz       ,Inventory,3/10/2020,2,$16.34,$32.68,Drinkware,,
191                 ,00005985 0191,Orkin,191 NORTH MIAMI                    ,ORK8085KX ,Men's Tulsa Weatherproof Jacket         ,POD,1/31/2020,1,$58.48,$58.48,Apparel,Outerwear,Mens
191                 ,00005985 0191,Orkin,191 NORTH MIAMI                    ,ORK8202KX ,Mens Long Sleeve Evans Polo             ,POD,1/31/2020,1,$26.67,$26.67,Apparel,Polo,Mens
191                 ,00005985 0191,Orkin,191 NORTH MIAMI                    ,ORK8202K2X,Mens Long Sleeve Evans Polo             ,POD,1/31/2020,1,$26.67,$26.67,Apparel,Polo,Mens
197                 ,00005985 0197,Orkin,197 SOUTH BROWARD PC               ,ORK7308   ,ChargerOrkin Gravitis Wireless Car      ,POD,12/23/2020,1,$20.15,$20.15,Tech,,
197                 ,00005985 0197,Orkin,197 SOUTH BROWARD PC               ,ORK2012R  ,TieOrkin Black Diamond Logo             ,Inventory,12/21/2020,10,$20.96,$209.60,Apparel,Tie,Mens
197                 ,00005985 0197,Orkin,197 SOUTH BROWARD PC               ,ORK8211   ,HatOrkin Port Authority Mesh Inset      ,POD,10/17/2020,1,$13.95,$13.95,Apparel,Headwear,All
197                 ,00005985 0197,Orkin,197 SOUTH BROWARD PC               ,ORK7100R  ,TumblerOrkin 20oz Basecamp Tundra       ,Inventory,10/13/2020,1,$16.34,$16.34,Drinkware,,
197                 ,00005985 0197,Orkin,197 SOUTH BROWARD PC               ,ORK8214R  ,HatOrkin Sport-Tek Yupoong Flat Bill Sna,POD,10/12/2020,5,$14.55,$72.75,Apparel,Headwear,All
197                 ,00005985 0197,Orkin,197 SOUTH BROWARD PC               ,ORK7313   ,BagOrkin Port Authority Transit Messenge,POD,10/12/2020,1,$31.82,$31.82,Bags,,
197                 ,00005985 0197,Orkin,197 SOUTH BROWARD PC               ,ORK7283   ,EarbudsOrkin Little Bluetooth           ,Inventory,9/30/2020,1,$15.27,$15.27,Tech,,
