Cost Center,Cust Loc,Brand,ZIP,Lat,Lon,Location,INV_DATE,Quarter,NET_SALE,Order Qty,Promo Cat,subcat_1,subcat_2
,00000163 0001,Orkin Franchise,802,18.322285,-64.963715,GUARDSMAN SERVICES (PR) LLC        ,7/10/2020,3,$175.00 ,20,Flashlights,,
,00000163 0001,Orkin Franchise,802,18.322285,-64.963715,GUARDSMAN SERVICES (PR) LLC        ,7/10/2020,3,$11.69 ,1,Vehicle,,
,00000163 0001,Orkin Franchise,802,18.322285,-64.963715,GUARDSMAN SERVICES (PR) LLC        ,7/10/2020,3,$17.50 ,2,Drinkware,,
,00000163 0001,Orkin Franchise,802,18.322285,-64.963715,GUARDSMAN SERVICES (PR) LLC        ,6/23/2020,2,$99.80 ,10,Office,,
,00000163 0001,Orkin Franchise,802,18.322285,-64.963715,GUARDSMAN SERVICES (PR) LLC        ,5/28/2020,2,$0.00 ,1,Apparel,Polo,Womens
,00000163 0001,Orkin Franchise,802,18.322285,-64.963715,GUARDSMAN SERVICES (PR) LLC        ,1/22/2020,1,($6.15),-3,tradeshow,,
,00000163 0001,Orkin Franchise,802,18.322285,-64.963715,GUARDSMAN SERVICES (PR) LLC        ,1/22/2020,1,($40.50),-2,Tradeshow,,
,00000063 0001,Orkin Franchise,965,18.431453,-66.11703,GUARDSMAN GROUP                    ,12/29/2020,4,$21.24 ,1,Apparel,Polo,Womens
,00000063 0001,Orkin Franchise,965,18.431453,-66.11703,GUARDSMAN GROUP                    ,12/29/2020,4,$19.76 ,1,Apparel,Polo,Mens
,00000063 0001,Orkin Franchise,965,18.431453,-66.11703,GUARDSMAN GROUP                    ,12/29/2020,4,$38.12 ,1,Apparel,Polo,Mens
,00000063 0001,Orkin Franchise,965,18.431453,-66.11703,GUARDSMAN GROUP                    ,11/5/2020,4,$109.26 ,1,Office,,
,00000063 0001,Orkin Franchise,965,18.431453,-66.11703,GUARDSMAN GROUP                    ,10/19/2020,4,$14.51 ,1,Tech,,
,00000063 0001,Orkin Franchise,965,18.431453,-66.11703,GUARDSMAN GROUP                    ,10/19/2020,4,$43.72 ,1,Apparel,Polo,Mens
,00000063 0001,Orkin Franchise,965,18.431453,-66.11703,GUARDSMAN GROUP                    ,10/12/2020,4,$195.46 ,2,Watches,,
,00000063 0001,Orkin Franchise,965,18.431453,-66.11703,GUARDSMAN GROUP                    ,10/9/2020,4,$8.10 ,1,Tech,,
,00000063 0001,Orkin Franchise,965,18.431453,-66.11703,GUARDSMAN GROUP                    ,10/9/2020,4,$20.37 ,1,Coolers,,
,00000063 0001,Orkin Franchise,965,18.431453,-66.11703,GUARDSMAN GROUP                    ,10/9/2020,4,$20.96 ,1,Apparel,Tie,Mens
,00000063 0001,Orkin Franchise,965,18.431453,-66.11703,GUARDSMAN GROUP                    ,10/9/2020,4,$21.41 ,1,Apparel,Tie,Mens
,00000063 0001,Orkin Franchise,965,18.431453,-66.11703,GUARDSMAN GROUP                    ,10/9/2020,4,$20.21 ,1,Bags,,
,00000063 0001,Orkin Franchise,965,18.431453,-66.11703,GUARDSMAN GROUP                    ,10/9/2020,4,$37.80 ,10,tradeshow,,
,00000063 0001,Orkin Franchise,965,18.431453,-66.11703,GUARDSMAN GROUP                    ,9/30/2020,3,$14.85 ,1,tradeshow,,
,00000063 0001,Orkin Franchise,965,18.431453,-66.11703,GUARDSMAN GROUP                    ,9/30/2020,3,$35.56 ,2,Office,,
,00000063 0001,Orkin Franchise,965,18.431453,-66.11703,GUARDSMAN GROUP                    ,9/30/2020,3,$6.81 ,1,Office,,
,00000063 0001,Orkin Franchise,965,18.431453,-66.11703,GUARDSMAN GROUP                    ,9/30/2020,3,$105.20 ,10,Drinkware,,
,00000063 0001,Orkin Franchise,965,18.431453,-66.11703,GUARDSMAN GROUP                    ,9/30/2020,3,$36.72 ,2,Umbrella,,
,00000063 0001,Orkin Franchise,965,18.431453,-66.11703,GUARDSMAN GROUP                    ,9/30/2020,3,$60.71 ,1,Office,,
,00000063 0001,Orkin Franchise,965,18.431453,-66.11703,GUARDSMAN GROUP                    ,9/30/2020,3,$27.50 ,1,Tech,,
,00000063 0001,Orkin Franchise,965,18.431453,-66.11703,GUARDSMAN GROUP                    ,9/30/2020,3,$26.27 ,1,Drinkware,,
,00000063 0001,Orkin Franchise,965,18.431453,-66.11703,GUARDSMAN GROUP                    ,9/30/2020,3,$13.90 ,2,Drinkware,,
,00000063 0001,Orkin Franchise,965,18.431453,-66.11703,GUARDSMAN GROUP                    ,9/30/2020,3,$8.61 ,1,Drinkware,,
751,00005985 0751,Orkin,96743,20.040191,-155.69999,751 BIG ISLAND HAWAII              ,3/17/2020,1,$45.60 ,6,Apparel,T-Shirt,All
751,00005985 0751,Orkin,96743,20.040191,-155.69999,751 BIG ISLAND HAWAII              ,3/17/2020,1,$6.10 ,1,Apparel,T-Shirt,All
751,00005985 0751,Orkin,96743,20.040191,-155.69999,751 BIG ISLAND HAWAII              ,3/17/2020,1,$42.70 ,7,Apparel,T-Shirt,All
751,00005985 0751,Orkin,96743,20.040191,-155.69999,751 BIG ISLAND HAWAII              ,3/17/2020,1,$26.70 ,3,Apparel,T-Shirt,All
751,00005985 0751,Orkin,96743,20.040191,-155.69999,751 BIG ISLAND HAWAII              ,3/17/2020,1,$48.80 ,8,Apparel,T-Shirt,All
751,00005985 0751,Orkin,96743,20.040191,-155.69999,751 BIG ISLAND HAWAII              ,3/17/2020,1,$30.50 ,5,Apparel,T-Shirt,All
751,00005985 0751,Orkin,96743,20.040191,-155.69999,751 BIG ISLAND HAWAII              ,3/17/2020,1,$24.40 ,4,Apparel,T-Shirt,All
751,00005985 0751,Orkin,96743,20.040191,-155.69999,751 BIG ISLAND HAWAII              ,3/17/2020,1,$17.80 ,2,Apparel,T-Shirt,All
751,00005985 0751,Orkin,96743,20.040191,-155.69999,751 BIG ISLAND HAWAII              ,3/13/2020,1,$10.25 ,5,tradeshow,,
751,00005985 0751,Orkin,96743,20.040191,-155.69999,751 BIG ISLAND HAWAII              ,3/12/2020,1,$52.00 ,4,Bags,,
751,00005985 0751,Orkin,96743,20.040191,-155.69999,751 BIG ISLAND HAWAII              ,3/12/2020,1,$8.75 ,5,Tech,,
751,00005985 0751,Orkin,96743,20.040191,-155.69999,751 BIG ISLAND HAWAII              ,3/12/2020,1,$35.00 ,4,Flashlights,,
751,00005985 0751,Orkin,96743,20.040191,-155.69999,751 BIG ISLAND HAWAII              ,3/12/2020,1,$35.10 ,2,Tradeshow,,
751,00005985 0751,Orkin,96743,20.040191,-155.69999,751 BIG ISLAND HAWAII              ,3/12/2020,1,$29.75 ,5,Drinkware,,
751,00005985 0751,Orkin,96743,20.040191,-155.69999,751 BIG ISLAND HAWAII              ,3/12/2020,1,$15.12 ,4,Coolers,,
751,00005985 0751,Orkin,96743,20.040191,-155.69999,751 BIG ISLAND HAWAII              ,3/3/2020,1,$29.70 ,2,tradeshow,,
751,00005985 0751,Orkin,96743,20.040191,-155.69999,751 BIG ISLAND HAWAII              ,3/3/2020,1,$49.02 ,3,Drinkware,,
751,00005985 0751,Orkin,96743,20.040191,-155.69999,751 BIG ISLAND HAWAII              ,3/3/2020,1,$0.00 ,2,tradeshow,,
751,00005985 0751,Orkin,96743,20.040191,-155.69999,751 BIG ISLAND HAWAII              ,1/24/2020,1,$17.65 ,1,bags,,
751,00005985 0751,Orkin,96743,20.040191,-155.69999,751 BIG ISLAND HAWAII              ,1/23/2020,1,$21.41 ,1,Apparel,Tie,Mens
751,00005985 0751,Orkin,96743,20.040191,-155.69999,751 BIG ISLAND HAWAII              ,1/23/2020,1,$32.72 ,1,Office,,
751,00005985 0751,Orkin,96743,20.040191,-155.69999,751 BIG ISLAND HAWAII              ,1/23/2020,1,$29.18 ,1,Bags,,
751,00005985 0751,Orkin,96743,20.040191,-155.69999,751 BIG ISLAND HAWAII              ,1/23/2020,1,$16.92 ,1,Bags,,
751,00005985 0751,Orkin,96743,20.040191,-155.69999,751 BIG ISLAND HAWAII              ,1/23/2020,1,$20.96 ,1,Apparel,Tie,Mens
751,00005985 0751,Orkin,96743,20.040191,-155.69999,751 BIG ISLAND HAWAII              ,1/23/2020,1,$17.50 ,10,Tech,,
751,00005985 0751,Orkin,96743,20.040191,-155.69999,751 BIG ISLAND HAWAII              ,1/23/2020,1,$36.94 ,2,Golf,,
751,00005985 0751,Orkin,96743,20.040191,-155.69999,751 BIG ISLAND HAWAII              ,1/23/2020,1,$6.39 ,1,Office,,
751,00005985 0751,Orkin,96743,20.040191,-155.69999,751 BIG ISLAND HAWAII              ,1/23/2020,1,$14.41 ,1,Drinkware,,
801,00005985 0801,Orkin,96819,21.3452,-157.88165,801 HONOLULU                       ,12/13/2020,4,$208.80 ,4,Bags,,
194,00005985 0194,Orkin,33040,24.567593,-81.7566,194 KEY WEST                       ,9/27/2020,3,$105.96 ,1,Apparel,Outerwear,Mens
194,00005985 0194,Orkin,33040,24.567593,-81.7566,194 KEY WEST                       ,9/15/2020,3,$6.50 ,1,Bags,,
194,00005985 0194,Orkin,33040,24.567593,-81.7566,194 KEY WEST                       ,2/22/2020,1,$26.67 ,1,Apparel,Polo,Mens
194,00005985 0194,Orkin,33040,24.567593,-81.7566,194 KEY WEST                       ,2/6/2020,1,$62.88 ,3,Apparel,Tie,Mens
194,00005985 0194,Orkin,33040,24.567593,-81.7566,194 KEY WEST                       ,2/6/2020,1,$12.15 ,1,tradeshow,,
194,00005985 0194,Orkin,33040,24.567593,-81.7566,194 KEY WEST                       ,2/6/2020,1,$21.41 ,1,Apparel,Tie,Mens
192,00005985 0192,Orkin,33186,25.662292,-80.40947,192 HOMESTEAD                      ,12/13/2020,4,$39.54 ,2,Blankets / Towels,,
192,00005985 0192,Orkin,33186,25.662292,-80.40947,192 HOMESTEAD                      ,12/13/2020,4,$45.62 ,1,Bags,,
192,00005985 0192,Orkin,33186,25.662292,-80.40947,192 HOMESTEAD                      ,12/13/2020,4,$36.01 ,1,Apparel,Fleece,Mens
192,00005985 0192,Orkin,33186,25.662292,-80.40947,192 HOMESTEAD                      ,12/13/2020,4,$54.32 ,2,Blankets / Towels,,
192,00005985 0192,Orkin,33186,25.662292,-80.40947,192 HOMESTEAD                      ,12/13/2020,4,$54.32 ,2,Blankets / Towels,,
192,00005985 0192,Orkin,33186,25.662292,-80.40947,192 HOMESTEAD                      ,12/9/2020,4,$37.50 ,1,Apparel,Outerwear,Mens
192,00005985 0192,Orkin,33186,25.662292,-80.40947,192 HOMESTEAD                      ,12/7/2020,4,$32.72 ,1,Office,,
192,00005985 0192,Orkin,33186,25.662292,-80.40947,192 HOMESTEAD                      ,12/7/2020,4,$17.22 ,2,Drinkware,,
192,00005985 0192,Orkin,33186,25.662292,-80.40947,192 HOMESTEAD                      ,11/23/2020,4,$21.86 ,1,Apparel,Tie,Mens
192,00005985 0192,Orkin,33186,25.662292,-80.40947,192 HOMESTEAD                      ,10/13/2020,4,$26.80 ,1,Apparel,Headwear,All
192,00005985 0192,Orkin,33186,25.662292,-80.40947,192 HOMESTEAD                      ,10/13/2020,4,$19.20 ,1,Apparel,Headwear,All
192,00005985 0192,Orkin,33186,25.662292,-80.40947,192 HOMESTEAD                      ,10/13/2020,4,$53.60 ,2,Apparel,Headwear,All
192,00005985 0192,Orkin,33186,25.662292,-80.40947,192 HOMESTEAD                      ,9/18/2020,3,$40.30 ,2,Tech,,
192,00005985 0192,Orkin,33186,25.662292,-80.40947,192 HOMESTEAD                      ,9/18/2020,3,$26.80 ,1,Apparel,Headwear,All
192,00005985 0192,Orkin,33186,25.662292,-80.40947,192 HOMESTEAD                      ,9/18/2020,3,$26.00 ,2,Apparel,Headwear,All
192,00005985 0192,Orkin,33186,25.662292,-80.40947,192 HOMESTEAD                      ,9/18/2020,3,$54.82 ,2,Tech,,
192,00005985 0192,Orkin,33186,25.662292,-80.40947,192 HOMESTEAD                      ,9/18/2020,3,$26.80 ,1,Apparel,Headwear,All
192,00005985 0192,Orkin,33186,25.662292,-80.40947,192 HOMESTEAD                      ,9/18/2020,3,$26.00 ,2,Apparel,Headwear,All
192,00005985 0192,Orkin,33186,25.662292,-80.40947,192 HOMESTEAD                      ,9/18/2020,3,$28.10 ,1,Bags,,
192,00005985 0192,Orkin,33186,25.662292,-80.40947,192 HOMESTEAD                      ,9/9/2020,3,$41.92 ,2,Apparel,Tie,Mens
192,00005985 0192,Orkin,33186,25.662292,-80.40947,192 HOMESTEAD                      ,9/9/2020,3,$16.42 ,1,Coolers,,
192,00005985 0192,Orkin,33186,25.662292,-80.40947,192 HOMESTEAD                      ,9/9/2020,3,$26.39 ,1,Bags,,
192,00005985 0192,Orkin,33186,25.662292,-80.40947,192 HOMESTEAD                      ,9/9/2020,3,$20.37 ,1,Coolers,,
192,00005985 0192,Orkin,33186,25.662292,-80.40947,192 HOMESTEAD                      ,9/9/2020,3,$21.04 ,2,Drinkware,,
192,00005985 0192,Orkin,33186,25.662292,-80.40947,192 HOMESTEAD                      ,9/9/2020,3,$17.40 ,1,Golf,,
192,00005985 0192,Orkin,33186,25.662292,-80.40947,192 HOMESTEAD                      ,9/9/2020,3,$32.72 ,1,Office,,
192,00005985 0192,Orkin,33186,25.662292,-80.40947,192 HOMESTEAD                      ,9/9/2020,3,$32.17 ,1,Blankets / Towels,,
192,00005985 0192,Orkin,33186,25.662292,-80.40947,192 HOMESTEAD                      ,8/19/2020,3,$26.80 ,1,Apparel,Headwear,All
192,00005985 0192,Orkin,33186,25.662292,-80.40947,192 HOMESTEAD                      ,8/19/2020,3,$23.28 ,2,Apparel,Headwear,All
192,00005985 0192,Orkin,33186,25.662292,-80.40947,192 HOMESTEAD                      ,8/19/2020,3,$14.55 ,1,Apparel,Headwear,All
192,00005985 0192,Orkin,33186,25.662292,-80.40947,192 HOMESTEAD                      ,8/19/2020,3,$23.28 ,2,Apparel,Headwear,All
192,00005985 0192,Orkin,33186,25.662292,-80.40947,192 HOMESTEAD                      ,8/19/2020,3,$14.55 ,1,Apparel,Headwear,All
192,00005985 0192,Orkin,33186,25.662292,-80.40947,192 HOMESTEAD                      ,8/19/2020,3,$27.16 ,1,Blankets / Towels,,
192,00005985 0192,Orkin,33186,25.662292,-80.40947,192 HOMESTEAD                      ,8/19/2020,3,$27.16 ,1,Blankets / Towels,,
192,00005985 0192,Orkin,33186,25.662292,-80.40947,192 HOMESTEAD                      ,8/18/2020,3,$27.30 ,1,Drinkware,,
192,00005985 0192,Orkin,33186,25.662292,-80.40947,192 HOMESTEAD                      ,8/5/2020,3,$30.76 ,1,Drinkware,,
192,00005985 0192,Orkin,33186,25.662292,-80.40947,192 HOMESTEAD                      ,8/5/2020,3,$26.39 ,1,Bags,,
192,00005985 0192,Orkin,33186,25.662292,-80.40947,192 HOMESTEAD                      ,8/5/2020,3,$5.25 ,3,Tech,,
192,00005985 0192,Orkin,33186,25.662292,-80.40947,192 HOMESTEAD                      ,4/15/2020,2,$70.56 ,2,Bags,,
192,00005985 0192,Orkin,33186,25.662292,-80.40947,192 HOMESTEAD                      ,4/15/2020,2,$52.20 ,1,Bags,,
192,00005985 0192,Orkin,33186,25.662292,-80.40947,192 HOMESTEAD                      ,3/29/2020,1,$39.05 ,1,Apparel,Polo,Mens
192,00005985 0192,Orkin,33186,25.662292,-80.40947,192 HOMESTEAD                      ,3/29/2020,1,$34.53 ,1,Apparel,Fleece,Mens
192,00005985 0192,Orkin,33186,25.662292,-80.40947,192 HOMESTEAD                      ,3/13/2020,1,$14.96 ,1,Tools,,
192,00005985 0192,Orkin,33186,25.662292,-80.40947,192 HOMESTEAD                      ,3/13/2020,1,$32.72 ,1,Office,,
192,00005985 0192,Orkin,33186,25.662292,-80.40947,192 HOMESTEAD                      ,3/13/2020,1,$32.17 ,1,Blankets / Towels,,
192,00005985 0192,Orkin,33186,25.662292,-80.40947,192 HOMESTEAD                      ,3/13/2020,1,$17.50 ,2,Flashlights,,
192,00005985 0192,Orkin,33186,25.662292,-80.40947,192 HOMESTEAD                      ,3/13/2020,1,$23.60 ,10,Office,,
192,00005985 0192,Orkin,33186,25.662292,-80.40947,192 HOMESTEAD                      ,3/13/2020,1,$26.39 ,1,Bags,,
192,00005985 0192,Orkin,33186,25.662292,-80.40947,192 HOMESTEAD                      ,3/13/2020,1,$30.76 ,1,Drinkware,,
192,00005985 0192,Orkin,33186,25.662292,-80.40947,192 HOMESTEAD                      ,3/13/2020,1,$21.07 ,1,Drinkware,,
192,00005985 0192,Orkin,33186,25.662292,-80.40947,192 HOMESTEAD                      ,2/12/2020,1,$6.99 ,1,Flashlights,,
192,00005985 0192,Orkin,33186,25.662292,-80.40947,192 HOMESTEAD                      ,2/4/2020,1,$20.85 ,3,Drinkware,,
192,00005985 0192,Orkin,33186,25.662292,-80.40947,192 HOMESTEAD                      ,2/4/2020,1,$32.80 ,5,Apparel,Headwear,All
192,00005985 0192,Orkin,33186,25.662292,-80.40947,192 HOMESTEAD                      ,2/4/2020,1,$26.00 ,2,Bags,,
192,00005985 0192,Orkin,33186,25.662292,-80.40947,192 HOMESTEAD                      ,2/4/2020,1,$40.84 ,4,Tech,,
192,00005985 0192,Orkin,33186,25.662292,-80.40947,192 HOMESTEAD                      ,2/4/2020,1,$28.82 ,2,Drinkware,,
192,00005985 0192,Orkin,33186,25.662292,-80.40947,192 HOMESTEAD                      ,2/4/2020,1,$32.72 ,1,Office,,
192,00005985 0192,Orkin,33186,25.662292,-80.40947,192 HOMESTEAD                      ,2/4/2020,1,$8.58 ,2,Bags,,
192,00005985 0192,Orkin,33186,25.662292,-80.40947,192 HOMESTEAD                      ,2/4/2020,1,$6.99 ,1,Flashlights,,
192,00005985 0192,Orkin,33186,25.662292,-80.40947,192 HOMESTEAD                      ,2/4/2020,1,$18.00 ,1,Tools,,
192,00005985 0192,Orkin,33186,25.662292,-80.40947,192 HOMESTEAD                      ,2/4/2020,1,$24.00 ,3,Apparel,Headwear,All
192,00005985 0192,Orkin,33186,25.662292,-80.40947,192 HOMESTEAD                      ,2/4/2020,1,$33.84 ,2,Coolers,,
192,00005985 0192,Orkin,33186,25.662292,-80.40947,192 HOMESTEAD                      ,2/4/2020,1,$41.92 ,2,Apparel,Tie,Mens
192,00005985 0192,Orkin,33186,25.662292,-80.40947,192 HOMESTEAD                      ,2/4/2020,1,$17.80 ,4,Tech,,
192,00005985 0192,Orkin,33186,25.662292,-80.40947,192 HOMESTEAD                      ,2/4/2020,1,$6.99 ,1,Flashlights,,
192,00005985 0192,Orkin,33186,25.662292,-80.40947,192 HOMESTEAD                      ,2/4/2020,1,$18.00 ,1,Tools,,
196,00005985 0196,Orkin,33166,25.824725,-80.30476,196 MIAMI  PC                      ,12/13/2020,4,$37.50 ,1,Apparel,Fleece,Mens
196,00005985 0196,Orkin,33166,25.824725,-80.30476,196 MIAMI  PC                      ,9/16/2020,3,$15.27 ,1,Tech,,
196,00005985 0196,Orkin,33166,25.824725,-80.30476,196 MIAMI  PC                      ,9/14/2020,3,$12.39 ,1,Tech,,
196,00005985 0196,Orkin,33166,25.824725,-80.30476,196 MIAMI  PC                      ,9/14/2020,3,$36.72 ,2,Umbrella,,
196,00005985 0196,Orkin,33166,25.824725,-80.30476,196 MIAMI  PC                      ,9/14/2020,3,$5.95 ,1,Drinkware,,
196,00005985 0196,Orkin,33166,25.824725,-80.30476,196 MIAMI  PC                      ,9/14/2020,3,$6.33 ,1,Bags,,
196,00005985 0196,Orkin,33166,25.824725,-80.30476,196 MIAMI  PC                      ,9/14/2020,3,$6.18 ,1,Bags,,
196,00005985 0196,Orkin,33166,25.824725,-80.30476,196 MIAMI  PC                      ,9/14/2020,3,$3.89 ,1,Bags,,
196,00005985 0196,Orkin,33166,25.824725,-80.30476,196 MIAMI  PC                      ,9/14/2020,3,$6.50 ,1,Bags,,
196,00005985 0196,Orkin,33166,25.824725,-80.30476,196 MIAMI  PC                      ,9/14/2020,3,$2.99 ,1,Bags,,
196,00005985 0196,Orkin,33166,25.824725,-80.30476,196 MIAMI  PC                      ,9/14/2020,3,$4.29 ,1,Bags,,
196,00005985 0196,Orkin,33166,25.824725,-80.30476,196 MIAMI  PC                      ,9/14/2020,3,$14.41 ,1,Drinkware,,
196,00005985 0196,Orkin,33166,25.824725,-80.30476,196 MIAMI  PC                      ,9/14/2020,3,$17.40 ,1,Golf,,
196,00005985 0196,Orkin,33166,25.824725,-80.30476,196 MIAMI  PC                      ,6/17/2020,2,$45.62 ,1,Bags,,
196,00005985 0196,Orkin,33166,25.824725,-80.30476,196 MIAMI  PC                      ,6/9/2020,2,$109.30 ,5,Apparel,Tie,Mens
196,00005985 0196,Orkin,33166,25.824725,-80.30476,196 MIAMI  PC                      ,6/9/2020,2,$42.82 ,2,Apparel,Tie,Mens
196,00005985 0196,Orkin,33166,25.824725,-80.30476,196 MIAMI  PC                      ,6/8/2020,2,$20.21 ,1,Bags,,
196,00005985 0196,Orkin,33166,25.824725,-80.30476,196 MIAMI  PC                      ,6/8/2020,2,$2.14 ,1,Drinkware,,
196,00005985 0196,Orkin,33166,25.824725,-80.30476,196 MIAMI  PC                      ,6/8/2020,2,$12.39 ,1,Tech,,
196,00005985 0196,Orkin,33166,25.824725,-80.30476,196 MIAMI  PC                      ,6/8/2020,2,$2.99 ,1,Bags,,
196,00005985 0196,Orkin,33166,25.824725,-80.30476,196 MIAMI  PC                      ,6/8/2020,2,$28.82 ,2,Drinkware,,
196,00005985 0196,Orkin,33166,25.824725,-80.30476,196 MIAMI  PC                      ,6/8/2020,2,$28.82 ,2,Drinkware,,
196,00005985 0196,Orkin,33166,25.824725,-80.30476,196 MIAMI  PC                      ,6/4/2020,2,$18.36 ,1,Umbrella,,
196,00005985 0196,Orkin,33166,25.824725,-80.30476,196 MIAMI  PC                      ,6/4/2020,2,$12.39 ,1,Tech,,
196,00005985 0196,Orkin,33166,25.824725,-80.30476,196 MIAMI  PC                      ,6/4/2020,2,$11.90 ,2,Drinkware,,
196,00005985 0196,Orkin,33166,25.824725,-80.30476,196 MIAMI  PC                      ,6/4/2020,2,$20.21 ,1,Bags,,
196,00005985 0196,Orkin,33166,25.824725,-80.30476,196 MIAMI  PC                      ,6/4/2020,2,$14.41 ,1,Drinkware,,
196,00005985 0196,Orkin,33166,25.824725,-80.30476,196 MIAMI  PC                      ,6/4/2020,2,$34.80 ,2,Golf,,
196,00005985 0196,Orkin,33166,25.824725,-80.30476,196 MIAMI  PC                      ,6/4/2020,2,$8.58 ,2,Bags,,
196,00005985 0196,Orkin,33166,25.824725,-80.30476,196 MIAMI  PC                      ,6/4/2020,2,$8.10 ,1,Tech,,
196,00005985 0196,Orkin,33166,25.824725,-80.30476,196 MIAMI  PC                      ,5/28/2020,2,$2.23 ,1,Office,,
196,00005985 0196,Orkin,33166,25.824725,-80.30476,196 MIAMI  PC                      ,5/28/2020,2,$55.08 ,3,Umbrella,,
196,00005985 0196,Orkin,33166,25.824725,-80.30476,196 MIAMI  PC                      ,5/28/2020,2,$14.85 ,1,tradeshow,,
196,00005985 0196,Orkin,33166,25.824725,-80.30476,196 MIAMI  PC                      ,5/28/2020,2,$9.60 ,20,Office,,
196,00005985 0196,Orkin,33166,25.824725,-80.30476,196 MIAMI  PC                      ,5/28/2020,2,$52.20 ,3,Golf,,
196,00005985 0196,Orkin,33166,25.824725,-80.30476,196 MIAMI  PC                      ,3/29/2020,1,$27.16 ,1,Apparel,Polo,Mens
196,00005985 0196,Orkin,33166,25.824725,-80.30476,196 MIAMI  PC                      ,3/17/2020,1,$8.90 ,1,Apparel,T-Shirt,All
196,00005985 0196,Orkin,33166,25.824725,-80.30476,196 MIAMI  PC                      ,3/14/2020,1,$34.79 ,1,Bags,,
196,00005985 0196,Orkin,33166,25.824725,-80.30476,196 MIAMI  PC                      ,3/10/2020,1,$12.39 ,1,Tech,,
196,00005985 0196,Orkin,33166,25.824725,-80.30476,196 MIAMI  PC                      ,3/10/2020,1,$8.10 ,1,Tech,,
196,00005985 0196,Orkin,33166,25.824725,-80.30476,196 MIAMI  PC                      ,3/10/2020,1,$28.82 ,2,Drinkware,,
196,00005985 0196,Orkin,33166,25.824725,-80.30476,196 MIAMI  PC                      ,3/10/2020,1,$28.82 ,2,Drinkware,,
196,00005985 0196,Orkin,33166,25.824725,-80.30476,196 MIAMI  PC                      ,3/6/2020,1,$3.70 ,2,tradeshow,,
196,00005985 0196,Orkin,33166,25.824725,-80.30476,196 MIAMI  PC                      ,3/6/2020,1,$4.15 ,1,tradeshow,,
196,00005985 0196,Orkin,33166,25.824725,-80.30476,196 MIAMI  PC                      ,3/6/2020,1,$24.78 ,2,Tech,,
196,00005985 0196,Orkin,33166,25.824725,-80.30476,196 MIAMI  PC                      ,3/6/2020,1,$14.85 ,1,tradeshow,,
196,00005985 0196,Orkin,33166,25.824725,-80.30476,196 MIAMI  PC                      ,3/6/2020,1,$12.40 ,8,Tech,,
196,00005985 0196,Orkin,33166,25.824725,-80.30476,196 MIAMI  PC                      ,3/6/2020,1,$27.60 ,8,Tech,,
196,00005985 0196,Orkin,33166,25.824725,-80.30476,196 MIAMI  PC                      ,3/6/2020,1,$1.75 ,1,Tech,,
196,00005985 0196,Orkin,33166,25.824725,-80.30476,196 MIAMI  PC                      ,3/5/2020,1,$21.75 ,1,Office,,
196,00005985 0196,Orkin,33166,25.824725,-80.30476,196 MIAMI  PC                      ,3/3/2020,1,$12.39 ,1,Tech,,
196,00005985 0196,Orkin,33166,25.824725,-80.30476,196 MIAMI  PC                      ,2/29/2020,1,$1.85 ,1,tradeshow,,
196,00005985 0196,Orkin,33166,25.824725,-80.30476,196 MIAMI  PC                      ,2/29/2020,1,$65.60 ,8,Vehicle,,
196,00005985 0196,Orkin,33166,25.824725,-80.30476,196 MIAMI  PC                      ,2/29/2020,1,$20.25 ,1,Tradeshow,,
196,00005985 0196,Orkin,33166,25.824725,-80.30476,196 MIAMI  PC                      ,2/29/2020,1,$5.39 ,1,Office,,
196,00005985 0196,Orkin,33166,25.824725,-80.30476,196 MIAMI  PC                      ,2/29/2020,1,$14.85 ,1,tradeshow,,
196,00005985 0196,Orkin,33166,25.824725,-80.30476,196 MIAMI  PC                      ,2/29/2020,1,$2.36 ,1,Office,,
196,00005985 0196,Orkin,33166,25.824725,-80.30476,196 MIAMI  PC                      ,2/29/2020,1,$19.20 ,40,Office,,
196,00005985 0196,Orkin,33166,25.824725,-80.30476,196 MIAMI  PC                      ,2/29/2020,1,$30.76 ,1,Drinkware,,
196,00005985 0196,Orkin,33166,25.824725,-80.30476,196 MIAMI  PC                      ,2/29/2020,1,$18.75 ,1,Drinkware,,
196,00005985 0196,Orkin,33166,25.824725,-80.30476,196 MIAMI  PC                      ,2/29/2020,1,$8.75 ,1,Drinkware,,
196,00005985 0196,Orkin,33166,25.824725,-80.30476,196 MIAMI  PC                      ,2/29/2020,1,$0.67 ,1,Office,,
196,00005985 0196,Orkin,33166,25.824725,-80.30476,196 MIAMI  PC                      ,1/8/2020,1,$26.24 ,4,Apparel,Headwear,All
196,00005985 0196,Orkin,33166,25.824725,-80.30476,196 MIAMI  PC                      ,1/8/2020,1,$21.86 ,1,Apparel,Tie,Mens
196,00005985 0196,Orkin,33166,25.824725,-80.30476,196 MIAMI  PC                      ,1/8/2020,1,$32.00 ,4,Apparel,Headwear,All
196,00005985 0196,Orkin,33166,25.824725,-80.30476,196 MIAMI  PC                      ,1/8/2020,1,$21.86 ,1,Apparel,Tie,Mens
673,00005985 0673,Orkin,33178,25.837696,-80.36947,673 MIAMI COMMERCIAL               ,11/9/2020,4,$62.62 ,1,Apparel,Outerwear,Mens
673,00005985 0673,Orkin,33178,25.837696,-80.36947,673 MIAMI COMMERCIAL               ,10/31/2020,4,$54.60 ,2,Drinkware,,
