Cost Center,Cust Loc,Brand,ZIP,Lat,Lon,Location,INV_DATE,Quarter,NET_SALE,Order Qty,Promo Cat,subcat_1,subcat_2
780,00005985 0780,Orkin,78744,30.188377,-97.74038,780  AUSTIN                        ,12/31/2020,4,$43.72 ,1,Apparel,Polo,Mens
780,00005985 0780,Orkin,78744,30.188377,-97.74038,780  AUSTIN                        ,12/31/2020,4,$43.72 ,1,Apparel,Polo,Mens
780,00005985 0780,Orkin,78744,30.188377,-97.74038,780  AUSTIN                        ,12/31/2020,4,$87.44 ,2,Apparel,Polo,Mens
780,00005985 0780,Orkin,78744,30.188377,-97.74038,780  AUSTIN                        ,12/31/2020,4,$87.44 ,2,Apparel,Polo,Mens
780,00005985 0780,Orkin,78744,30.188377,-97.74038,780  AUSTIN                        ,12/31/2020,4,$43.72 ,1,Apparel,Polo,Mens
780,00005985 0780,Orkin,78744,30.188377,-97.74038,780  AUSTIN                        ,12/20/2020,4,$69.75 ,5,Apparel,Headwear,All
780,00005985 0780,Orkin,78744,30.188377,-97.74038,780  AUSTIN                        ,12/17/2020,4,$39.05 ,1,Apparel,Polo,Mens
780,00005985 0780,Orkin,78744,30.188377,-97.74038,780  AUSTIN                        ,12/17/2020,4,$42.97 ,1,Apparel,Outerwear,Mens
780,00005985 0780,Orkin,78744,30.188377,-97.74038,780  AUSTIN                        ,12/17/2020,4,$43.72 ,1,Apparel,Polo,Mens
780,00005985 0780,Orkin,78744,30.188377,-97.74038,780  AUSTIN                        ,12/17/2020,4,$43.72 ,1,Apparel,Polo,Mens
780,00005985 0780,Orkin,78744,30.188377,-97.74038,780  AUSTIN                        ,12/11/2020,4,$48.30 ,5,Apparel,Headwear,All
780,00005985 0780,Orkin,78744,30.188377,-97.74038,780  AUSTIN                        ,12/11/2020,4,$40.45 ,5,Apparel,Headwear,All
780,00005985 0780,Orkin,78744,30.188377,-97.74038,780  AUSTIN                        ,11/25/2020,4,$96.60 ,10,Apparel,Headwear,All
780,00005985 0780,Orkin,78744,30.188377,-97.74038,780  AUSTIN                        ,11/22/2020,4,$26.80 ,1,Apparel,Headwear,All
780,00005985 0780,Orkin,78744,30.188377,-97.74038,780  AUSTIN                        ,11/22/2020,4,$43.72 ,1,Apparel,Polo,Mens
780,00005985 0780,Orkin,78744,30.188377,-97.74038,780  AUSTIN                        ,11/22/2020,4,$78.00 ,6,Apparel,Headwear,All
780,00005985 0780,Orkin,78744,30.188377,-97.74038,780  AUSTIN                        ,11/22/2020,4,$43.72 ,1,Apparel,Polo,Mens
780,00005985 0780,Orkin,78744,30.188377,-97.74038,780  AUSTIN                        ,11/18/2020,4,$64.72 ,8,Apparel,Headwear,All
780,00005985 0780,Orkin,78744,30.188377,-97.74038,780  AUSTIN                        ,11/18/2020,4,$20.96 ,1,Apparel,Tie,Mens
780,00005985 0780,Orkin,78744,30.188377,-97.74038,780  AUSTIN                        ,10/13/2020,4,$120.90 ,6,Tech,,
780,00005985 0780,Orkin,78744,30.188377,-97.74038,780  AUSTIN                        ,10/12/2020,4,$43.72 ,1,Apparel,Polo,Mens
780,00005985 0780,Orkin,78744,30.188377,-97.74038,780  AUSTIN                        ,10/12/2020,4,$43.72 ,1,Apparel,Polo,Mens
780,00005985 0780,Orkin,78744,30.188377,-97.74038,780  AUSTIN                        ,10/5/2020,4,$87.44 ,2,Apparel,Polo,Mens
780,00005985 0780,Orkin,78744,30.188377,-97.74038,780  AUSTIN                        ,10/5/2020,4,$87.44 ,2,Apparel,Polo,Mens
780,00005985 0780,Orkin,78744,30.188377,-97.74038,780  AUSTIN                        ,10/5/2020,4,$37.50 ,1,Apparel,Fleece,Mens
780,00005985 0780,Orkin,78744,30.188377,-97.74038,780  AUSTIN                        ,10/5/2020,4,$48.39 ,1,Apparel,Polo,Mens
780,00005985 0780,Orkin,78744,30.188377,-97.74038,780  AUSTIN                        ,9/30/2020,3,$15.27 ,1,Tech,,
780,00005985 0780,Orkin,78744,30.188377,-97.74038,780  AUSTIN                        ,8/19/2020,3,$32.83 ,1,Apparel,Polo,Womens
780,00005985 0780,Orkin,78744,30.188377,-97.74038,780  AUSTIN                        ,8/19/2020,3,$23.28 ,2,Apparel,Headwear,All
780,00005985 0780,Orkin,78744,30.188377,-97.74038,780  AUSTIN                        ,8/19/2020,3,$117.15 ,3,Apparel,Polo,Mens
780,00005985 0780,Orkin,78744,30.188377,-97.74038,780  AUSTIN                        ,8/19/2020,3,$39.05 ,1,Apparel,Polo,Mens
780,00005985 0780,Orkin,78744,30.188377,-97.74038,780  AUSTIN                        ,8/19/2020,3,$78.10 ,2,Apparel,Polo,Mens
780,00005985 0780,Orkin,78744,30.188377,-97.74038,780  AUSTIN                        ,8/13/2020,3,$61.08 ,4,Tech,,
780,00005985 0780,Orkin,78744,30.188377,-97.74038,780  AUSTIN                        ,8/13/2020,3,$10.21 ,1,Tech,,
780,00005985 0780,Orkin,78744,30.188377,-97.74038,780  AUSTIN                        ,8/13/2020,3,$24.40 ,1,Drinkware,,
780,00005985 0780,Orkin,78744,30.188377,-97.74038,780  AUSTIN                        ,8/13/2020,3,$4.15 ,1,tradeshow,,
780,00005985 0780,Orkin,78744,30.188377,-97.74038,780  AUSTIN                        ,8/13/2020,3,$5.55 ,3,tradeshow,,
780,00005985 0780,Orkin,78744,30.188377,-97.74038,780  AUSTIN                        ,8/13/2020,3,$9.24 ,12,Office,,
780,00005985 0780,Orkin,78744,30.188377,-97.74038,780  AUSTIN                        ,8/13/2020,3,$26.70 ,6,Tech,,
780,00005985 0780,Orkin,78744,30.188377,-97.74038,780  AUSTIN                        ,8/13/2020,3,$0.00 ,20,Pins / Medals,,
780,00005985 0780,Orkin,78744,30.188377,-97.74038,780  AUSTIN                        ,8/7/2020,3,$35.00 ,4,Drinkware,,
780,00005985 0780,Orkin,78744,30.188377,-97.74038,780  AUSTIN                        ,7/22/2020,3,$96.00 ,12,Apparel,Headwear,All
780,00005985 0780,Orkin,78744,30.188377,-97.74038,780  AUSTIN                        ,7/22/2020,3,$78.72 ,12,Apparel,Headwear,All
780,00005985 0780,Orkin,78744,30.188377,-97.74038,780  AUSTIN                        ,3/13/2020,1,$36.00 ,1,Apparel,Polo,Womens
780,00005985 0780,Orkin,78744,30.188377,-97.74038,780  AUSTIN                        ,3/13/2020,1,$36.00 ,1,Apparel,Polo,Womens
780,00005985 0780,Orkin,78744,30.188377,-97.74038,780  AUSTIN                        ,3/13/2020,1,$26.67 ,1,Apparel,Polo,Mens
879,00005985 0879,Orkin,78744,30.188377,-97.74038,879 SOUTH/WEST TEXAS REGION        ,1/8/2020,1,$50.49 ,3,Office,,
879,00005985 0879,Orkin,78744,30.188377,-97.74038,879 SOUTH/WEST TEXAS REGION        ,1/8/2020,1,$17.55 ,1,Tradeshow,,
879,00005985 0879,Orkin,78744,30.188377,-97.74038,879 SOUTH/WEST TEXAS REGION        ,1/8/2020,1,$76.95 ,3,tradeshow,,
879,00005985 0879,Orkin,78744,30.188377,-97.74038,879 SOUTH/WEST TEXAS REGION        ,1/8/2020,1,$22.25 ,5,Tech,,
879,00005985 0879,Orkin,78744,30.188377,-97.74038,879 SOUTH/WEST TEXAS REGION        ,1/8/2020,1,$29.18 ,1,Bags,,
879,00005985 0879,Orkin,78744,30.188377,-97.74038,879 SOUTH/WEST TEXAS REGION        ,1/8/2020,1,$24.40 ,20,Office,,
879,00005985 0879,Orkin,78744,30.188377,-97.74038,879 SOUTH/WEST TEXAS REGION        ,1/8/2020,1,$46.50 ,30,Tech,,
879,00005985 0879,Orkin,78744,30.188377,-97.74038,879 SOUTH/WEST TEXAS REGION        ,1/8/2020,1,$59.80 ,5,Tech,,
879,00005985 0879,Orkin,78744,30.188377,-97.74038,879 SOUTH/WEST TEXAS REGION        ,1/8/2020,1,$55.50 ,30,Tools,,
180,00005985 0180,Orkin,70615,30.239906,-93.14977,180 LAKE CHARLES                   ,12/17/2020,4,$40.61 ,1,Apparel,Fleece,Mens
180,00005985 0180,Orkin,70615,30.239906,-93.14977,180 LAKE CHARLES                   ,1/31/2020,1,$8.75 ,5,Tech,,
180,00005985 0180,Orkin,70615,30.239906,-93.14977,180 LAKE CHARLES                   ,1/31/2020,1,$3.35 ,5,Office,,
180,00005985 0180,Orkin,70615,30.239906,-93.14977,180 LAKE CHARLES                   ,1/31/2020,1,$26.27 ,1,Drinkware,,
180,00005985 0180,Orkin,70615,30.239906,-93.14977,180 LAKE CHARLES                   ,1/31/2020,1,$2.40 ,5,Office,,
180,00005985 0180,Orkin,70615,30.239906,-93.14977,180 LAKE CHARLES                   ,1/31/2020,1,$20.40 ,2,Apparel,Headwear,All
180,00005985 0180,Orkin,70615,30.239906,-93.14977,180 LAKE CHARLES                   ,1/31/2020,1,$0.00 ,1,tradeshow,,
180,00005985 0180,Orkin,70615,30.239906,-93.14977,180 LAKE CHARLES                   ,1/31/2020,1,$40.50 ,2,Tradeshow,,
180,00005985 0180,Orkin,70615,30.239906,-93.14977,180 LAKE CHARLES                   ,1/31/2020,1,$21.41 ,1,Apparel,Tie,Mens
180,00005985 0180,Orkin,70615,30.239906,-93.14977,180 LAKE CHARLES                   ,1/31/2020,1,$20.70 ,1,Apparel,Polo,Mens
180,00005985 0180,Orkin,70615,30.239906,-93.14977,180 LAKE CHARLES                   ,1/31/2020,1,$20.70 ,1,Apparel,Polo,Mens
180,00005985 0180,Orkin,70615,30.239906,-93.14977,180 LAKE CHARLES                   ,1/21/2020,1,$26.27 ,1,Drinkware,,
180,00005985 0180,Orkin,70615,30.239906,-93.14977,180 LAKE CHARLES                   ,1/21/2020,1,$50.25 ,75,Office,,
180,00005985 0180,Orkin,70615,30.239906,-93.14977,180 LAKE CHARLES                   ,1/21/2020,1,$14.85 ,1,tradeshow,,
180,00005985 0180,Orkin,70615,30.239906,-93.14977,180 LAKE CHARLES                   ,1/21/2020,1,$40.50 ,2,Tradeshow,,
180,00005985 0180,Orkin,70615,30.239906,-93.14977,180 LAKE CHARLES                   ,1/21/2020,1,$0.00 ,1,tradeshow,,
180,00005985 0180,Orkin,70615,30.239906,-93.14977,180 LAKE CHARLES                   ,1/6/2020,1,$18.47 ,1,Golf,,
288,00005985 0288,Orkin,70583,30.244311,-92.10099,288 LAFAYETTE                      ,12/9/2020,4,$70.16 ,1,Apparel,Fleece,Mens
288,00005985 0288,Orkin,70583,30.244311,-92.10099,288 LAFAYETTE                      ,12/5/2020,4,$62.62 ,1,Apparel,Outerwear,Mens
288,00005985 0288,Orkin,70583,30.244311,-92.10099,288 LAFAYETTE                      ,12/4/2020,4,$73.44 ,4,Umbrella,,
288,00005985 0288,Orkin,70583,30.244311,-92.10099,288 LAFAYETTE                      ,12/4/2020,4,$536.80 ,22,Drinkware,,
288,00005985 0288,Orkin,70583,30.244311,-92.10099,288 LAFAYETTE                      ,11/16/2020,4,$69.06 ,2,Apparel,Vest,Mens
288,00005985 0288,Orkin,70583,30.244311,-92.10099,288 LAFAYETTE                      ,11/16/2020,4,$34.53 ,1,Apparel,Vest,Mens
288,00005985 0288,Orkin,70583,30.244311,-92.10099,288 LAFAYETTE                      ,11/16/2020,4,$125.24 ,2,Apparel,Outerwear,Mens
288,00005985 0288,Orkin,70583,30.244311,-92.10099,288 LAFAYETTE                      ,11/15/2020,4,$62.62 ,1,Apparel,Outerwear,Mens
288,00005985 0288,Orkin,70583,30.244311,-92.10099,288 LAFAYETTE                      ,11/15/2020,4,$34.53 ,1,Apparel,Vest,Mens
288,00005985 0288,Orkin,70583,30.244311,-92.10099,288 LAFAYETTE                      ,11/4/2020,4,$21.41 ,1,Apparel,Tie,Mens
288,00005985 0288,Orkin,70583,30.244311,-92.10099,288 LAFAYETTE                      ,9/14/2020,3,$19.32 ,2,Apparel,Headwear,All
288,00005985 0288,Orkin,70583,30.244311,-92.10099,288 LAFAYETTE                      ,9/11/2020,3,$20.40 ,2,Apparel,Headwear,All
288,00005985 0288,Orkin,70583,30.244311,-92.10099,288 LAFAYETTE                      ,5/22/2020,2,$51.00 ,5,Apparel,Headwear,All
427,00005985 0427,Orkin,70583,30.244311,-92.10099,427 NASHVILLE COMML                ,12/31/2020,4,$36.01 ,1,Apparel,Fleece,Mens
427,00005985 0427,Orkin,70583,30.244311,-92.10099,427 NASHVILLE COMML                ,12/31/2020,4,$256.36 ,4,Apparel,Outerwear,Mens
427,00005985 0427,Orkin,70583,30.244311,-92.10099,427 NASHVILLE COMML                ,12/31/2020,4,$34.53 ,1,Apparel,Fleece,Mens
427,00005985 0427,Orkin,70583,30.244311,-92.10099,427 NASHVILLE COMML                ,12/31/2020,4,$38.24 ,1,Apparel,Fleece,Womens
427,00005985 0427,Orkin,70583,30.244311,-92.10099,427 NASHVILLE COMML                ,11/19/2020,4,$62.62 ,1,Apparel,Outerwear,Mens
427,00005985 0427,Orkin,70583,30.244311,-92.10099,427 NASHVILLE COMML                ,11/19/2020,4,$250.48 ,4,Apparel,Outerwear,Mens
427,00005985 0427,Orkin,70583,30.244311,-92.10099,427 NASHVILLE COMML                ,11/19/2020,4,$313.10 ,5,Apparel,Outerwear,Mens
427,00005985 0427,Orkin,70583,30.244311,-92.10099,427 NASHVILLE COMML                ,11/19/2020,4,$67.05 ,1,Apparel,Outerwear,Mens
427,00005985 0427,Orkin,70583,30.244311,-92.10099,427 NASHVILLE COMML                ,11/15/2020,4,$63.71 ,1,Apparel,Outerwear,Womens
427,00005985 0427,Orkin,70583,30.244311,-92.10099,427 NASHVILLE COMML                ,11/15/2020,4,$38.24 ,1,Apparel,Fleece,Womens
427,00005985 0427,Orkin,70583,30.244311,-92.10099,427 NASHVILLE COMML                ,11/5/2020,4,$38.24 ,1,Apparel,Fleece,Womens
427,00005985 0427,Orkin,70583,30.244311,-92.10099,427 NASHVILLE COMML                ,11/5/2020,4,$63.71 ,1,Apparel,Outerwear,Womens
427,00005985 0427,Orkin,70583,30.244311,-92.10099,427 NASHVILLE COMML                ,11/5/2020,4,$38.98 ,1,Apparel,Fleece,Mens
427,00005985 0427,Orkin,70583,30.244311,-92.10099,427 NASHVILLE COMML                ,9/21/2020,3,$16.17 ,3,Office,,
427,00005985 0427,Orkin,70583,30.244311,-92.10099,427 NASHVILLE COMML                ,9/21/2020,3,$49.02 ,3,Drinkware,,
427,00005985 0427,Orkin,70583,30.244311,-92.10099,427 NASHVILLE COMML                ,9/21/2020,3,$60.63 ,3,Bags,,
427,00005985 0427,Orkin,70583,30.244311,-92.10099,427 NASHVILLE COMML                ,9/21/2020,3,$43.23 ,3,Drinkware,,
36321,00005985 6321,HomeTeam,70583,30.244311,-92.10099,36321 HTS WEST PALM BEACH FL       ,10/2/2020,4,$41.00 ,5,Vehicle,,
36321,00005985 6321,HomeTeam,70583,30.244311,-92.10099,36321 HTS WEST PALM BEACH FL       ,9/24/2020,3,$26.70 ,15,Pins / Medals,,
36321,00005985 6321,HomeTeam,70583,30.244311,-92.10099,36321 HTS WEST PALM BEACH FL       ,2/28/2020,1,$65.60 ,8,Vehicle,,
36322,00005985 6322,HomeTeam,70583,30.244311,-92.10099,36322 HTS TAMPA SOUTH              ,1/31/2020,1,$62.30 ,35,Pins / Medals,,
36328,00005985 6328,HomeTeam,70583,30.244311,-92.10099,36328 HTS OCALA FL                 ,4/16/2020,2,$21.36 ,12,Pins / Medals,,
36328,00005985 6328,HomeTeam,70583,30.244311,-92.10099,36328 HTS OCALA FL                 ,4/16/2020,2,$41.00 ,5,Vehicle,,
36329,00005985 6329,HomeTeam,70583,30.244311,-92.10099,ROLLINS SUPPLY                     ,12/15/2020,4,$82.00 ,10,Vehicle,,
36329,00005985 6329,HomeTeam,70583,30.244311,-92.10099,ROLLINS SUPPLY                     ,12/15/2020,4,$53.40 ,30,Pins / Medals,,
36329,00005985 6329,HomeTeam,70583,30.244311,-92.10099,ROLLINS SUPPLY                     ,5/11/2020,2,$41.00 ,5,Vehicle,,
36329,00005985 6329,HomeTeam,70583,30.244311,-92.10099,ROLLINS SUPPLY                     ,5/11/2020,2,$8.90 ,5,Pins / Medals,,
36331,00005985 6331,HomeTeam,70583,30.244311,-92.10099,36331 HTS BONITA SPRINGS FL BRANCH ,1/20/2020,1,$32.80 ,4,Vehicle,,
36334,00005985 6334,HomeTeam,70583,30.244311,-92.10099,36334 HTS NAPLES FL                ,2/11/2020,1,$41.00 ,5,Vehicle,,
36335,00005985 6335,HomeTeam,70583,30.244311,-92.10099,36335 HTS TAMPA NORTH FL           ,12/21/2020,4,$44.50 ,25,Pins / Medals,,
36337,00005985 6337,HomeTeam,70583,30.244311,-92.10099,36337 HTS APOLLO BEACH FL BRANCH   ,3/3/2020,1,$89.00 ,50,Pins / Medals,,
234,00005985 0234,Orkin,32246,30.296911,-81.52228,234  JACKSONVILLE                  ,11/30/2020,4,$37.50 ,1,Apparel,Outerwear,Mens
234,00005985 0234,Orkin,32246,30.296911,-81.52228,234  JACKSONVILLE                  ,11/30/2020,4,$53.60 ,2,Apparel,Headwear,All
234,00005985 0234,Orkin,32246,30.296911,-81.52228,234  JACKSONVILLE                  ,9/24/2020,3,$2.44 ,2,Office,,
234,00005985 0234,Orkin,32246,30.296911,-81.52228,234  JACKSONVILLE                  ,9/24/2020,3,$1.54 ,2,Office,,
234,00005985 0234,Orkin,32246,30.296911,-81.52228,234  JACKSONVILLE                  ,6/30/2020,2,$69.58 ,2,Bags,,
234,00005985 0234,Orkin,32246,30.296911,-81.52228,234  JACKSONVILLE                  ,6/11/2020,2,$21.86 ,1,Apparel,Tie,Mens
234,00005985 0234,Orkin,32246,30.296911,-81.52228,234  JACKSONVILLE                  ,6/11/2020,2,$42.82 ,2,Apparel,Tie,Mens
234,00005985 0234,Orkin,32246,30.296911,-81.52228,234  JACKSONVILLE                  ,5/13/2020,2,$32.80 ,5,Apparel,Headwear,All
234,00005985 0234,Orkin,32246,30.296911,-81.52228,234  JACKSONVILLE                  ,5/13/2020,2,$40.00 ,5,Apparel,Headwear,All
234,00005985 0234,Orkin,32246,30.296911,-81.52228,234  JACKSONVILLE                  ,5/13/2020,2,$102.00 ,10,Apparel,Headwear,All
234,00005985 0234,Orkin,32246,30.296911,-81.52228,234  JACKSONVILLE                  ,3/17/2020,1,$24.40 ,4,Apparel,T-Shirt,All
234,00005985 0234,Orkin,32246,30.296911,-81.52228,234  JACKSONVILLE                  ,3/17/2020,1,$32.00 ,4,Apparel,T-Shirt,All
234,00005985 0234,Orkin,32246,30.296911,-81.52228,234  JACKSONVILLE                  ,3/17/2020,1,$12.20 ,2,Apparel,T-Shirt,All
234,00005985 0234,Orkin,32246,30.296911,-81.52228,234  JACKSONVILLE                  ,3/17/2020,1,$24.40 ,4,Apparel,T-Shirt,All
234,00005985 0234,Orkin,32246,30.296911,-81.52228,234  JACKSONVILLE                  ,3/17/2020,1,$17.80 ,2,Apparel,T-Shirt,All
234,00005985 0234,Orkin,32246,30.296911,-81.52228,234  JACKSONVILLE                  ,3/17/2020,1,$17.80 ,2,Apparel,T-Shirt,All
234,00005985 0234,Orkin,32246,30.296911,-81.52228,234  JACKSONVILLE                  ,3/9/2020,1,$62.77 ,1,Bags,,
234,00005985 0234,Orkin,32246,30.296911,-81.52228,234  JACKSONVILLE                  ,3/5/2020,1,$26.39 ,1,Bags,,
234,00005985 0234,Orkin,32246,30.296911,-81.52228,234  JACKSONVILLE                  ,2/29/2020,1,$36.00 ,1,Apparel,Polo,Mens
234,00005985 0234,Orkin,32246,30.296911,-81.52228,234  JACKSONVILLE                  ,2/29/2020,1,$36.00 ,1,Apparel,Polo,Mens
234,00005985 0234,Orkin,32246,30.296911,-81.52228,234  JACKSONVILLE                  ,2/29/2020,1,$42.70 ,1,Apparel,Outerwear,Mens
234,00005985 0234,Orkin,32246,30.296911,-81.52228,234  JACKSONVILLE                  ,2/28/2020,1,$11.15 ,5,Office,,
234,00005985 0234,Orkin,32246,30.296911,-81.52228,234  JACKSONVILLE                  ,2/26/2020,1,$34.75 ,5,Drinkware,,
234,00005985 0234,Orkin,32246,30.296911,-81.52228,234  JACKSONVILLE                  ,2/10/2020,1,$15.32 ,2,Pins / Medals,,
234,00005985 0234,Orkin,32246,30.296911,-81.52228,234  JACKSONVILLE                  ,1/28/2020,1,$26.24 ,4,Apparel,Headwear,All
234,00005985 0234,Orkin,32246,30.296911,-81.52228,234  JACKSONVILLE                  ,1/14/2020,1,$0.00 ,1,tradeshow,,
234,00005985 0234,Orkin,32246,30.296911,-81.52228,234  JACKSONVILLE                  ,1/14/2020,1,$40.50 ,2,Tradeshow,,
234,00005985 0234,Orkin,32246,30.296911,-81.52228,234  JACKSONVILLE                  ,1/14/2020,1,$24.00 ,50,Office,,
675,00005985 0675,Orkin,32254,30.336038,-81.72509,675 JACKSONVILLE COMMERCIAL        ,12/5/2020,4,$28.62 ,1,Apparel,Fleece,Mens
675,00005985 0675,Orkin,32254,30.336038,-81.72509,675 JACKSONVILLE COMMERCIAL        ,11/18/2020,4,$30.10 ,1,Apparel,Fleece,Mens
675,00005985 0675,Orkin,32254,30.336038,-81.72509,675 JACKSONVILLE COMMERCIAL        ,11/13/2020,4,$21.86 ,1,Apparel,Tie,Mens
675,00005985 0675,Orkin,32254,30.336038,-81.72509,675 JACKSONVILLE COMMERCIAL        ,11/13/2020,4,$19.32 ,2,Apparel,Headwear,All
675,00005985 0675,Orkin,32254,30.336038,-81.72509,675 JACKSONVILLE COMMERCIAL        ,11/13/2020,4,$20.96 ,1,Apparel,Tie,Mens
675,00005985 0675,Orkin,32254,30.336038,-81.72509,675 JACKSONVILLE COMMERCIAL        ,10/31/2020,4,$19.50 ,3,Bags,,
675,00005985 0675,Orkin,32254,30.336038,-81.72509,675 JACKSONVILLE COMMERCIAL        ,10/31/2020,4,$5.55 ,3,Tools,,
675,00005985 0675,Orkin,32254,30.336038,-81.72509,675 JACKSONVILLE COMMERCIAL        ,10/31/2020,4,$4.65 ,3,Tech,,
675,00005985 0675,Orkin,32254,30.336038,-81.72509,675 JACKSONVILLE COMMERCIAL        ,10/31/2020,4,$6.10 ,5,Office,,
675,00005985 0675,Orkin,32254,30.336038,-81.72509,675 JACKSONVILLE COMMERCIAL        ,10/31/2020,4,$24.60 ,3,Vehicle,,
675,00005985 0675,Orkin,32254,30.336038,-81.72509,675 JACKSONVILLE COMMERCIAL        ,10/31/2020,4,$4.62 ,6,Office,,
675,00005985 0675,Orkin,32254,30.336038,-81.72509,675 JACKSONVILLE COMMERCIAL        ,10/31/2020,4,$13.35 ,3,Tech,,
675,00005985 0675,Orkin,32254,30.336038,-81.72509,675 JACKSONVILLE COMMERCIAL        ,10/31/2020,4,$17.85 ,3,Drinkware,,
675,00005985 0675,Orkin,32254,30.336038,-81.72509,675 JACKSONVILLE COMMERCIAL        ,8/5/2020,3,$20.15 ,1,Tech,,
675,00005985 0675,Orkin,32254,30.336038,-81.72509,675 JACKSONVILLE COMMERCIAL        ,8/5/2020,3,$34.00 ,1,Awards,,
675,00005985 0675,Orkin,32254,30.336038,-81.72509,675 JACKSONVILLE COMMERCIAL        ,7/24/2020,3,$19.50 ,3,Bags,,
675,00005985 0675,Orkin,32254,30.336038,-81.72509,675 JACKSONVILLE COMMERCIAL        ,7/21/2020,3,$13.00 ,2,Bags,,
675,00005985 0675,Orkin,32254,30.336038,-81.72509,675 JACKSONVILLE COMMERCIAL        ,7/13/2020,3,$28.50 ,1,Awards,,
675,00005985 0675,Orkin,32254,30.336038,-81.72509,675 JACKSONVILLE COMMERCIAL        ,7/2/2020,3,$18.75 ,1,Drinkware,,
675,00005985 0675,Orkin,32254,30.336038,-81.72509,675 JACKSONVILLE COMMERCIAL        ,7/2/2020,3,$20.37 ,1,Coolers,,
675,00005985 0675,Orkin,32254,30.336038,-81.72509,675 JACKSONVILLE COMMERCIAL        ,7/2/2020,3,$20.96 ,1,Apparel,Tie,Mens
675,00005985 0675,Orkin,32254,30.336038,-81.72509,675 JACKSONVILLE COMMERCIAL        ,6/25/2020,2,$12.15 ,1,tradeshow,,
675,00005985 0675,Orkin,32254,30.336038,-81.72509,675 JACKSONVILLE COMMERCIAL        ,6/4/2020,2,$29.02 ,2,Tech,,
675,00005985 0675,Orkin,32254,30.336038,-81.72509,675 JACKSONVILLE COMMERCIAL        ,6/4/2020,2,$12.39 ,1,Tech,,
675,00005985 0675,Orkin,32254,30.336038,-81.72509,675 JACKSONVILLE COMMERCIAL        ,5/21/2020,2,$16.00 ,2,Apparel,Headwear,All
675,00005985 0675,Orkin,32254,30.336038,-81.72509,675 JACKSONVILLE COMMERCIAL        ,5/21/2020,2,$39.36 ,6,Apparel,Headwear,All
675,00005985 0675,Orkin,32254,30.336038,-81.72509,675 JACKSONVILLE COMMERCIAL        ,5/21/2020,2,$29.02 ,2,Tech,,
675,00005985 0675,Orkin,32254,30.336038,-81.72509,675 JACKSONVILLE COMMERCIAL        ,3/17/2020,1,$6.10 ,1,Apparel,T-Shirt,All
675,00005985 0675,Orkin,32254,30.336038,-81.72509,675 JACKSONVILLE COMMERCIAL        ,3/17/2020,1,$12.20 ,2,Apparel,T-Shirt,All
675,00005985 0675,Orkin,32254,30.336038,-81.72509,675 JACKSONVILLE COMMERCIAL        ,3/17/2020,1,$16.00 ,2,Apparel,T-Shirt,All
675,00005985 0675,Orkin,32254,30.336038,-81.72509,675 JACKSONVILLE COMMERCIAL        ,3/17/2020,1,$12.20 ,2,Apparel,T-Shirt,All
675,00005985 0675,Orkin,32254,30.336038,-81.72509,675 JACKSONVILLE COMMERCIAL        ,2/17/2020,1,$28.50 ,1,Awards,,
675,00005985 0675,Orkin,32254,30.336038,-81.72509,675 JACKSONVILLE COMMERCIAL        ,2/17/2020,1,$28.50 ,1,Awards,,
,00000027 0916,Orkin Franchise,70448,30.367119,-90.05999,JP&G INC (#916)                    ,3/11/2020,1,$21.07 ,1,Drinkware,,
,00000027 0916,Orkin Franchise,70448,30.367119,-90.05999,JP&G INC (#916)                    ,3/6/2020,1,$4.15 ,1,tradeshow,,
,00000027 0916,Orkin Franchise,70448,30.367119,-90.05999,JP&G INC (#916)                    ,3/6/2020,1,$8.75 ,1,Drinkware,,
,00000027 0916,Orkin Franchise,70448,30.367119,-90.05999,JP&G INC (#916)                    ,3/6/2020,1,$30.76 ,1,Drinkware,,
,00000048 0953,Orkin Franchise,36530,30.377657,-87.56159,GOODROW SOLUTIONS LLC (#953)       ,5/28/2020,2,($147.00),-3,Awards,,
,00000048 0953,Orkin Franchise,36530,30.377657,-87.56159,GOODROW SOLUTIONS LLC (#953)       ,5/28/2020,2,$102.00 ,3,Awards,,
,00000048 0953,Orkin Franchise,36530,30.377657,-87.56159,GOODROW SOLUTIONS LLC (#953)       ,5/28/2020,2,($49.00),-1,Awards,,
,00000048 0953,Orkin Franchise,36530,30.377657,-87.56159,GOODROW SOLUTIONS LLC (#953)       ,5/28/2020,2,$34.00 ,1,Awards,,
,00000048 0953,Orkin Franchise,36530,30.377657,-87.56159,GOODROW SOLUTIONS LLC (#953)       ,2/10/2020,1,$49.00 ,1,Awards,,
,00000048 0953,Orkin Franchise,36530,30.377657,-87.56159,GOODROW SOLUTIONS LLC (#953)       ,2/10/2020,1,$49.00 ,1,Awards,,
,00000048 0953,Orkin Franchise,36530,30.377657,-87.56159,GOODROW SOLUTIONS LLC (#953)       ,2/10/2020,1,$49.00 ,1,Awards,,
,00000048 0953,Orkin Franchise,36530,30.377657,-87.56159,GOODROW SOLUTIONS LLC (#953)       ,2/10/2020,1,$49.00 ,1,Awards,,
280,00005985 0280,Orkin,70809,30.403341,-91.08035,280 BATON ROUGE                    ,7/24/2020,3,$33.60 ,2,Apparel,Polo,Mens
280,00005985 0280,Orkin,70809,30.403341,-91.08035,280 BATON ROUGE                    ,7/24/2020,3,$33.60 ,2,Apparel,Polo,Mens
